date,start_date,end_date,decision,d_a,d_b,d_c,d_d,d_e,alt_chosen,Justify Alt Chosen,mult_match,no_match,DFF_Before_meeting,DFEDTR_before,DFEDTR_end,C_TREATMENT_alt_a,C_TREATMENT_SIZE_alt_a,justify_alt_a,Sentences_alt_a,C_TREATMENT_alt_b,C_TREATMENT_SIZE_alt_b,justify_alt_b,Sentences_alt_b,C_TREATMENT_alt_c,C_TREATMENT_SIZE_alt_c,justify_alt_c,Sentences_alt_c,C_TREATMENT_alt_d,C_TREATMENT_SIZE_alt_d,justify_alt_d,Sentences_alt_d,C_TREATMENT_alt_e,C_TREATMENT_SIZE_alt_e,justify_alt_e,Sentences_alt_e,comments
1991-11-05,1991-11-05,1991-11-05,-0.25,-0.5,0,,,,[],,False,True,5.09,5,5,E,?,,"3 Under alternative A, the federal funds rate would move down to 4-1/2 percent, achieved either through a 1/2 percentage point cut in the discount rate with the same level of bor- rowing as under alternative B or through open market operations that lowered the borrowing level to $125 million. (12) The easing contemplated in alternative A exceeds that now envisioned by the markets and thus money market interest rates would decline, perhaps by at least 1/4 percentage point. -11- (13) M2 is projected to strengthen to a 4 percent rate by December under alternative A and would be entering the new year well into its tentative range. (14) Under alternative A, M3 would expand at a 1-1/4 percent rate in November and December, on a trajectory to begin the new year within its tentative range.",U,0,,"Under alternative B, federal funds would continue to trade around 5 percent in combination with adjustment plus seasonal borrowing of $175 million. 3 Under alternative A, the federal funds rate would move down to 4-1/2 percent, achieved either through a 1/2 percentage point cut in the discount rate with the same level of bor- rowing as under alternative B or through open market operations that lowered the borrowing level to $125 million. B Growth from September to December M2 3-1/2 3 M3 1-1/4 1 M1 10 9 Implied growth from 1990:Q4 to December M2 2-3/4 2-1/2 M3 1 1 M1 7-3/4 7-1/2 (9) The markets appear to have built in a high probability of a further easing move in the period just ahead, and thus with the unchanged funds rate of alternative B, other market interest rates may tend to firm. A M J J A S O N D J I 11400 11200 11000 10800 10600 10400 10200 19921991 (10) M2 would be expected to continue to expand at a 3 per- cent rate in the November and December period under alternative B, the same as expected at the October FOMC meeting. (11) M3 under alternative B is seen as continuing to grow at a 1 percent annual rate over November and December, which would mean this aggregate would be entering next year around the bottom of its tentative 1992 range of 1 to 5 percent.",N,N,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1994-02-04,1994-02-03,1994-02-04,0.25,-0.5,0,0.5,,,[],,False,True,3.31,3,3.25,E,-0.5,This alternative may surprise market participants.,Alternative A embodies a downward adjustment of the federal funds rate to 2-1/2 percent and of the borrowing allowance to $25 million. (27) The easing of policy under alternative A would come as more of a surprise to market participants.,U,0,"Market participants now anticipate continuation of the money market conditions implied by alternative B over the near term, and FOMC choice of this alternative would not engender any immediate reaction in security markets.","Alternative B involves a continuation of feder- al funds trading around 3 percent and of adjustment plus seasonal borrowing averaging initially about $50 million. (25) Market participants now anticipate continuation of the money market conditions implied by alternative B over the near term, and FOMC choice of this alternative would not engender any immediate reaction in security markets. C Growth from January to June M2 2-1/4 2 1-3/4 M3 1-1/2 1-1/4 1 M1 7-1/2 6-3/4 6 Growth from 1993:Q4 to June M2 2-1/4 2 1-3/4 M3 1-3/4 1-1/2 1-1/4 M1 7-1/4 6-3/4 6-1/4 (29) M2 growth likely will be held down under alternative B by a reversal of the previous bulge attributable to mortgage refinanc- ing activity, which had boosted average M2 growth by an estimated 1 percentage point during the October through December months, before becoming a minor drag in January. With demand deposits most affected by mortgage refinancing activity, M1 growth from January to June will be depressed by around 4 percentage points by this special factor under alternative B. Growth of M1 is projected at 6-3/4 percent over this period, implying growth of total reserves and the monetary base of 4-3/4 and 9-1/2 percent, respectively. (30) M3 is projected to expand at a 1-1/4 percent rate from January to June under alternative B.",T,?,The firming in the stance of policy under alternative C would come sooner than now built into market quotes,(26) The firming in the stance of policy under alternative C would come sooner than now built into market quotes and would be re- flected in increases in short-term rates nearly equal to the 50 basis 12.,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1994-03-22,1994-03-22,1994-03-22,0.25,,0,0.5,,,[],,False,True,3.36,3.25,3.5,N,,,No Sentences Alternative A,U,0,"With market participants expecting appreciable increases in the federal funds rate in coming months, including 25 basis points at the March FOMC meeting, interest rates could tend to drift lower under the unchanged reserve conditions of alternative B","Under alternative B, federal funds would continue to trade around 3-1/4 percent in association with ad- justment plus seasonal borrowing of $75 million. (9) With market participants expecting appreciable increases in the federal funds rate in coming months, including 25 basis points at the March FOMC meeting, interest rates could tend to drift lower under the unchanged reserve conditions of alternative B. Rate de- clines would be quite small initially if market participants still believed that the next tightening step was imminent but had merely been delayed, perhaps by the unsettled market conditions of late. (10) Alternative B might be favored if most of the increase in intermediate- and long-term real rates over recent months were thought likely to persist and be sufficient to restrain demand and 8. Even if long-term rates were expected to decline appreci- ably, alternative B might be selected were the economy nevertheless seen as remaining below its long-term potential and inflation pres- sures contained. C Growth from February to June M2 2-1/2 2-1/4 M3 1-1/2 1-1/4 Ml 6 5-1/4 Implied growth from 1993:Q4 to June M2 2 1-3/4 M3 1/2 1/4 M1 6 5-3/4 (16) Growth in M2 would average 2-1/2 percent at an annual rate over the February-to-June period under alternative B, up from only 3/4 percent over January and February, even as growth in nominal income continues to slow. Nonetheless, M2 velocity would con- tinue to rise in the second quarter under alternative B, but its 2-3/4 percent annual pace of expansion would be well below that of the two previous quarters. Under alternative B, this aggregate would expand at a 1-1/2 percent pace over the February-to-June period.",T,?, Alternative C involves a larger immediate tightening than now built into the structure of market rates.,"(11) Alternative C involves a larger immediate tightening than now built into the structure of market rates. (12) In addition to possibly contributing to more settled market conditions, alternative C might be preferred if the Committee saw significant risks of greater inflation going forward. Under alternative C, M2 would grow at a 2-1/4 percent rate over the February-to-June period, restrained by weaker inflows to liquid components as opportunity costs widen more. Still, by June, M2 would have grown at a 1-3/4 percent rate from its fourth-quarter 1993 base under alternative C, above the lower end of its 1994 annual range. Under alternative C, M3 would pick up by less, expanding at a 1-1/4 percent rate over February to June, restrained by some further outflows from M3-type money market funds. By June, M3 would stand 1/4 percent at an annual rate above its fourth-quarter base under alternative C, only a little above the lower end of its annual growth cone.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1994-11-15,1994-11-15,1994-11-15,0.75,,0,0.5,,,[],,False,True,5.48,4.75,5.5,N,,,No Sentences Alternative A,U,0,,"Alternative B would keep the intended federal funds rate unchanged at 4-3/4 percent, in association with retaining an allowance of $225 million for adjustment plus sea- sonal borrowing at the discount window. (9) Choice of the unchanged policy of alternative B might be based on the judgments that most of the effects of previous increases in interest rates are still in the pipeline, that convincing signs of higher inflation have not yet appeared, and that under these circum- stances the Committee can await evidence indicating whether the effects of previous monetary tightening will be sufficient to restrain spending adequately. 5 (More detailed data appear on the table and charts on the following pages.) Under alternative B, offering rates through the first quarter would continue to adjust upward in the face of steady money market rates. M1 is projected to decline at a 1 percent rate from October to March under alternative B, as currency flows abroad remain robust but demand and other checkable deposits continue to decline. Rapid issuance of large time deposits will continue to fill some of the gap left by still-sluggish retail deposits, and thus M3 is projected to outpace M2 from October to March, likely expanding at a 2-1/2 percent rate under alternative B. Alt. C Growth from October to March M2 1 0 M3 2-1/2 2 M1 -1 -2 Implied growth from 1994:Q4 to March M2 1-1/2 1/2 M3 2-1/2 2-1/4 M1 0 -1-1/4 (16) Under the 50 basis point increase in the funds rate of alternative C, both M2 and M3 would record slower growth over the next five months than under alternative B.",T,0.5,"With market participants generally appearing to have built in a move of at least this size, interest rates could exhibit little initial reaction to the implementation of alternative C","4 Alternative C embodies a 50 basis point increase in the federal funds rate to 5-1/4 percent, accomplished either by an equal rise in the discount rate to 4-1/2 percent with the borrowing allowance kept at $225 million or by an increase in the borrowing allowance to $275 million at the current discount rate of 4 percent. A still larger increase in the federal funds rate than envisioned under alternative C is also discussed. (12) With market participants generally appearing to have built in a move of at least this size, interest rates could exhibit little initial reaction to the implementation of alternative C. C Growth from October to March M2 1 0 M3 2-1/2 2 M1 -1 -2 Implied growth from 1994:Q4 to March M2 1-1/2 1/2 M3 2-1/2 2-1/4 M1 0 -1-1/4 (16) Under the 50 basis point increase in the funds rate of alternative C, both M2 and M3 would record slower growth over the next five months than under alternative B.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1995-07-06,1995-07-05,1995-07-06,-0.25,-0.5,0,,,,[],,False,True,5.89,6,5.75,E,-0.5, This alternative would represent a considerably more aggressive policy action than currently is priced into financial markets.,"Under the easier policy stance of alternative A, the intended federal funds rate would be reduced by 1/2 percentage point to 5-1/2 percent. (28) A reduction in the federal funds rate, perhaps of the 1/2 percentage point size embodied in alternative A, could be favored as a form of insurance against the downside risks in the economic outlook. (29) Immediate implementation of the 1/2 percentage point cut in the federal funds rate of alternative A would represent a considerably more aggressive policy action than currently is priced into financial markets.",U,0,,"Under alternative B, the intended federal funds rate would be maintained at 6 percent. (26) The decision to leave reserve market conditions un- changed, as under alternative B, might be favored if the staff economic forecast, which assumes a constant federal funds rate through early 1996, were viewed as both a reasonable and desirable outcome. (27) Over the past few days, markets have come to view policy action at this meeting as much less likely, and interest and exchange rates probably would change little with the choice of alternative B, -20- though a further small backup in yields cannot be ruled out with the disappointment of some residual expectations of prompt easing. That is, the financial market conditions associated with the unchanged policy of alternative B, including the backup in long-term rates in -21- the staff forecast, might be seen as unnecessarily risking weak spend- ing.",N,,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1995-12-19,1995-12-19,1995-12-19,-0.25,-0.5,0,0.5,,,[],,False,True,5.76,5.75,5.5,E,-0.5,"Although market participants expect monetary policy to be eased over the next few months, a reduction of 50 basis points in the federal funds rate implemented at this meeting, as called for under alternative A, would be larger than generally expected.","(11) Although market participants expect monetary policy to be eased over the next few months, a reduction of 50 basis points in the federal funds rate implemented at this meeting, as called for under alternative A, would be larger than generally expected. (12) Under the staff forecast, alternative A would risk fostering greater inflation pressures, and the move would eventually need to be reversed.",U,0,,"(9) In these circumstances, adoption of the unchanged money market conditions of alternative B could prompt a small backup in market interest rates. Accordingly, in the staff forecast, alternative B keeps policy on a path that produces results for economic growth and inflation over 1996 closely in line with the Committee's expectations for next year that were reported in July. (15) The table below presents staff forecasts for money and credit growth for the November-to-March period under the unchanged money market conditions of alternative B.7 Broad measures of money 7. Expansion of M3 picks up to a 5-3/4 percent annual rate over the November-to-March period under alternative B. M2 growth also firms from its unexpectedly weak pace so far in the fourth quarter.",T,0.5,"With market participants expecting an easing rather than a tightening of policy, the 50-basis-point increase in the federal funds rate under alternative C would lead to a sharp jump in other money market interest rates. ","-10- (13) With market participants expecting an easing rather than a tightening of policy, the 50-basis-point increase in the federal funds rate under alternative C would lead to a sharp jump in other money market interest rates. (14) The FOMC might select alternative C if it saw the risks to inflation at current interest rates as reasonably well balanced and wished to gain more assurance of making longer-term progress toward price stability. Given the demand and inflation relationships incorporated in the staff forecast, the rise in the federal funds rate under alternative C would tilt the inflation rate down slightly in 1997.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
1997-03-25,1997-03-25,1997-03-25,0.25,,0,0.5,,,[],,False,True,5.47,5.25,5.5,N,,,No Sentences Alternative A,U,0,"With market participants apparently placing high odds on a 25 basis point tightening in the federal funds rate at the March meeting, interest rates probably would fall somewhat if the unchanged policy of alternative B were adopted.","(7) Nonetheless, a number of considerations regarding the outlook might induce the Committee to forgo tightening at the March meeting, as under alternative B. (8) With market participants apparently placing high odds on a 25 basis point tightening in the federal funds rate at the March meeting, interest rates probably would fall somewhat if the unchanged policy of alternative B were adopted. (12) Under alternative B and the staff forecast, debt is expected to continue to grow around its recent pace in the months ahead, while money growth tends to moderate as the expansion of nominal GDP slows. (13) M2 growth from February to June under alternative B is projected to slow to a 4-1/2 percent rate, reflecting the deceleration in nominal GDP.",T,0.5,,"(9) The Committee might choose to increase the federal funds rate, perhaps by the 50 basis points of alternative C, in order to lean against the likely buildup of inflation pressures.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2001-01-31,2001-01-30,2001-01-31,-0.5,-0.25,0,0,,,[],,False,True,5.98,6,5.5,E,-0.25,,"(14) If the Committee found the staff assessment o f the outlook to be both reasonable and acceptable, it might opt for alternative A, which would lower the federal funds rate 25 basis points to 5ÃƒÂ¦ percent. (16) If the Committee thought the economy might well be weaker than in the staff forecast, it may wish to take another substantial easing action by cutting the federal funds rate 50 basis points at this meeting, as in alternative AN.",U,-0.5,,"(18) The Committee may choose the unchanged federal funds rate of alternative B if it is dissatisfied with recent rates of core inflation and wants to establish a downward trajectory for inflation, as in the price stability scenario in the second section of this bluebook.",N,0,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2003-09-15,,,0,,,,,,[],,False,True,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-11,2007-12-11,2007-12-11,-0.25,-0.5,-0.5,0,,,[],,False,True,4.46,4.5,4.25,E,-0.5,,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4Ã‚Âº percent, and Alternative C leaves the target unchanged at 4ÃŽÂ© percent. Alternative A characterizes the downside risks to growth as roughly balancing the upside risks to inflation, repeating the assessment of risks from the October statement. Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1. (20) If the Committee views the renewed deterioration in financial markets and the sharper contraction in the housing sector as presenting a particularly severe threat to the economic expansion, it might want to lower the target funds rate 50 basis points, as in Alternative A. (21) The draft statement for Alternative A begins with a reference to the further intensification of the housing correction and recent weakening in business and consumer expenditures, and it also mentions increased strains in financial markets.",E,-0.5,,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4_ percent, and Alternative C leaves the target unchanged at 4_ percent. Alternative B avoids an explicit assessment of the balance of risks and instead states that recent developments have increased the uncertainty regarding the outlook. Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1. Class I FOMC - Restricted Controlled (FR) 22 of 43 (17) If the Committee judges that tighter financial conditions, higher oil prices, and soft incoming data point to a weaker economic outlook than previously anticipated, then it may deem a more accommodative stance of policy to be appropriate and ease policy 25 basis points, as in Alternative B. (18) After noting that _x001A_economic growth is slowing_x001A_ and that _x001A_strains in financial markets have increased,_x001A_ the statement for Alternative B suggests that the 25 basis point reduction in the target funds rate, together with the two previous policy actions, is likely to help promote moderate growth over time. As a result, short-term interest rates would likely rise modestly in response to Alternative B. However, judging from the Desk_x001A_s survey of dealers, the statement under Alternative B would likely be read as broadly consistent with market expectations for additional policy easing. It then notes that the outlook for economic growth has weakened somewhat and, unlike Alternative B, adds that the downside risks to growth have increased. But if the Committee believes that, even after such a move, recent developments in financial markets have increased the uncertainty around the outlook for growth and inflation to such an extent that an assessment is not meaningful, it may wish instead to employ the risk assessment language used in Alternative B.",U,0,,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4Ã‚Â¼ percent, and Alternative C leaves the target unchanged at 4Ã‚Â½ percent. Alternative C concludes that the risks to growth are the predominant policy concern and notes that future policy adjustments will depend on the outlook for both inflation and economic growth, as implied by incoming information. Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1. (23) If the Committee judges that the current stance of policy is likely to foster sustainable growth and acceptable inflation over time, then it might be inclined to choose Alternative C. Class I FOMC - Restricted Controlled (FR) 26 of 43 (24) The proposed statement for Alternative C acknowledges that economic growth appears to be slowing but indicates explicitly that the softening is broadly in line with what the Committee had anticipated.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2008-12-16,2008-12-15,2008-12-16,,-1,-0.25,-0.5,0,,[],,False,True,0.15,1,No target in FRED,E,-1,,"Under Alternative A, the Committee decides not to set a target for the federal funds rate, states that it anticipates that weak economic conditions are likely to warrant funds rates near zero for some time, and makes clear that its main policy tool going forward will be actions that make use of the Federal Reserves balance sheet. Class I FOMC - Restricted Controlled (FR) 34 of 60 Alternative A 1. (29) If the Committee agrees that the economic outlook has deteriorated significantly since the October meeting and thinks that substantial monetary stimulus will be needed to support a recovery in economic activity, it may be inclined to favor Alternative A or Alternative B. (30) Against this backdrop, the Committee may decide not to announce a target for the federal funds rate at this meeting and signal instead that its focus has shifted to the use of the Federal Reserves balance sheet as an especially important policy tool going forward, as in Alternative A. As incorporated in the third paragraph of Alternative A, the Committee could explicitly state that it anticipates that short-term interest rates will remain low for some time. To mitigate this concern, the Committee could phrase the commitment in implicitly conditional terms by indicating its anticipation that weak economic conditions are likely to warrant federal funds rates near zero for some time, as suggested in the statement accompanying Alternative A.10 In addition, if members were concerned that even increased use of the Federal Reserves balance sheet as a policy tool and a 10 The Committee may feel that a commitment that is conditioned on too precise a set of events may also be undesirable because, in the future, a need to tighten policy may arise well before those specific events materialize. (32) The statement suggested for Alternative A begins by acknowledging the further weakening of the outlook for economic activity rather than with a sentence about the federal funds rate. As in Alternative A, the Committee may also be concerned that the sharp contraction in economic activity and the steep declines in the prices of energy and other commodities may cause inflation to fall to an uncomfortably low level. Class I FOMC - Restricted Controlled (FR) 54 of 60 (51) If the Committee decides not to set a target at all, as in Alternative A, it could specify to the Desk that it has suspended setting a target and that it anticipates that the reserve conditions associated with its open market operations and the liquidity programs put in place by the Federal Reserve will result in federal funds rates near zero. Directive Wording Alternative A: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",E,-0.25,,"Under Alternative B, the Committee instead announces a target range for the federal funds rate of 0 to _ percent and states that it will use all available tools to promote the resumption of sustainable economic growth and price stability. Class I FOMC - Restricted Controlled (FR) 35 of 60 Alternative B 1. (24) In the statement under Alternative B, the rationale begins by noting that _x001A_Incoming information suggests that growth in economic activity has slowed in recent months,_x001A_ which is changed from _x001A_Economic activity expanded in the second quarter_x001A_ to shift the discussion to the current quarter and reflect the significant, albeit expected, deceleration that appears to be under way. As in Alternative B, market participants may also be surprised by the Class I FOMC - Restricted Controlled (FR) 44 of 60 reference to unconventional policy measures, and medium- and long-term Treasury yields might edge lower. As in Alternative B, longer-term interest rates may decline a little, but probably not by much, because investors may be somewhat surprised by the language on the use of the Federal Reserve_x001A_s balance sheet as a means of further supporting credit markets and economic activity. (50) Under Alternative B, the Committee would direct the Desk to seek conditions in reserve markets consistent with federal funds trading in a range of 0 to _ percent. It may also direct the desk to purchase GSE debt and agency-guaranteed MBS over the next intermeeting period, as under Alternative B, and subject to the same limits. Alternative B: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable Class I FOMC - Restricted Controlled (FR) 55 of 60 growth in output.",E,-0.5,,"Under Alternative C, the target rate is cut 50 basis points to Ã‚Â½ percent and the possibility of a further downward adjustment, should conditions warrant, is left open. Under Alternative D, the federal funds rate target is left unchanged at 1 percent under the view that recent policy actions should help promote acceptable economic growth over time; as in Alternative C, the possibility of future policy easing is left open. Class I FOMC - Restricted Controlled (FR) 36 of 60 Alternative C 1. (38) The Committee may prefer Alternative C for a number of reasons. (40) As a third motivation for favoring Alternative C, members may view a decision to reduce the target rate by 50 basis points as an intermediate step towards reaching a level of rates closer to the zero bound at a later date. (41) The rationale section of the statement accompanying Alternative C begins by acknowledging that economic activity is contracting in the fourth quarter and by pointing to deterioration in labor markets, household and business spending, and Class I FOMC - Restricted Controlled (FR) 46 of 60 industrial production. If the Committee viewed Alternative C as a stepping stone to an even lower target federal funds rate, it may wish to add a sentence to signal more clearly to market participants that a further reduction in the target rate may be forthcoming. Class I FOMC - Restricted Controlled (FR) 47 of 60 (42) Since most primary dealers see a 50 basis point policy easing as the most likely outcome at this meeting, and since a majority see Ã‚Â½ percent as the trough for the target federal funds rate this cycle, the market reaction to an announcement like that for Alternative C is likely to be muted, with short-term interest rates, equity prices, and the foreign exchange value of the dollar all changing little. The language on inflation remains unchanged from the October meeting, and the last paragraph acknowledges, as in Alternative C, that federal funds may continue to trade below the target for some time. (49) If the Committee wants to keep a target for the federal funds rate of either Ã‚Â½ percent as in Alternative C or 1 percent as in Alternative D, and agrees that the options available to drain reserves from the system and enable the Desk to meet the target are either unlikely to materialize or are likely to be otherwise undesirable, it may wish to change the wording of its directive to the Desk to recognize that it does not expect the target to be consistently met given the circumstances. If it were to choose Alternative C, the Committee may also want to direct the Desk to purchase $100 billion in housing-related GSE debt and up to $500 billion in agency-guaranteed MBS, as already announced, and to do so by the end of the second quarter of next year to provide a more specific time frame than the several quarters indicated in the November 25 press release.",,,,"Under Alternative D, the federal funds rate target is left unchanged at 1 percent under the view that recent policy actions should help promote acceptable economic growth over time; as in Alternative C, the possibility of future policy easing is left open. Alternatives A, B, and C note that the Committee expects inflation to moderate in coming months and even sees some risk that inflation could drop below levels consistent with price stability; Alternative D uses the same language on inflation as the October statement. Class I FOMC - Restricted Controlled (FR) 37 of 60 Alternative D 1. (43) If the Committees view of the economic outlook is appreciably more optimistic than the staffs, and, in particular, if members believe that past policy actions, along with those announced but not yet implemented, will be sufficient to return the economy to a path of moderate economic growth before too long, the Committee may wish to leave the target rate unchanged at this meeting as in Alternative D. (44) The rationale portion of the statement accompanying Alternative D acknowledges that the pace of economic activity appears to have slowed further and that the near-term outlook has deteriorated. (49) If the Committee wants to keep a target for the federal funds rate of either Â½ percent as in Alternative C or 1 percent as in Alternative D, and agrees that the options available to drain reserves from the system and enable the Desk to meet the target are either unlikely to materialize or are likely to be otherwise undesirable, it may wish to change the wording of its directive to the Desk to recognize that it does not expect the target to be consistently met given the circumstances. Such a directive is not included under Alternative D because if the Committee were optimistic enough about the outlook to select that alternative, it might not want the desk to complete the full amount of the announced purchases. Class I FOMC - Restricted Controlled (FR) 56 of 60 Alternative D: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",,,,No Sentences Alternative E,
2002-03-19,2002-03-19,2002-03-19,0,0,-0.25,0,0,,[ 'c'],Neutral Balance of Risk,True,False,1.71,1.75,1.75,N,-0.25,,No Sentences Alternative A,N,0,,No Sentences Alternative B,N,0.25,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2002-05-07,2002-05-07,2002-05-07,0,0,0,0.25,,,['b'],? Statement sights upward economic momentem,True,False,1.75,1.75,1.75,N,0,,No Sentences Alternative A,N,"ease, deg unclear",,No Sentences Alternative B,N,0.25,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2002-08-13,2002-08-13,2002-08-13,0,0,0,-0.25,,,['b'],Weakness Balance of Risk,True,False,1.76,1.75,1.75,N,0,,No Sentences Alternative A,N,-0.25,,No Sentences Alternative B,N,,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2002-09-24,2002-09-24,2002-09-24,0,0,0,-0.25,,,['b'],Weakness Balance of Risk,True,False,1.74,1.75,1.75,N,0,,No Sentences Alternative A,N,-0.25,,No Sentences Alternative B,N,-0.5,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2004-03-16,2004-03-16,2004-03-16,0,0,0,0,,,['a'],he probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. ,True,False,1.05,1,1,?,?,,"(10) In these circumstances, the Committee might choose to retain the January FOMC statement essentially in its entirety, with only minor revisions similar to those Table 1: FOMC Statement Alternatives January FOMC Alternative A Alternative B Alternative C Policy Decision The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. Alternative A (13) The Committee might view the jury as still out as to whether the expansion has become self-sustaining at the current setting of policy. (14) With this view, the Committee might wish to issue a statement structured like that shown in Alternative A.",?,,,"3 Alternative B (9) Although economic data over the intermeeting period have generally run on the soft side of expectations, the Committee might still believe that, with financial conditions registering only a small net change, the economy is positioned to attain sustainable economic growth with measures of core inflation remaining close to levels that many members have characterized as effective price stability. (10) In these circumstances, the Committee might choose to retain the January FOMC statement essentially in its entirety, with only minor revisions similar to those Table 1: FOMC Statement Alternatives January FOMC Alternative A Alternative B Alternative C Policy Decision The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. 8 shown in Alternative B.",?,,,"(10) In these circumstances, the Committee might choose to retain the January FOMC statement essentially in its entirety, with only minor revisions similar to those Table 1: FOMC Statement Alternatives January FOMC Alternative A Alternative B Alternative C Policy Decision The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. Alternative C (11) In contrast, the Committee may have become more confident, in view of continued brisk spending growth and gains in manufacturing output, that the expansion has become self-sustaining. (12) Given this assessment, the Committee might wish to issue a statement structured like that in Alternative C.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
2004-05-04,2004-05-04,2004-05-04,0,0,0,0.25,,,['b'],"Although incoming inflation data have
mov ed som ewhat higher, long-term
inflation expectations appear to have
remained well-anchored.",True,False,1.03,1,1,?,?,,"Even if such action were not viewed as imminent, the Committee might favor a change in the wording if members put some weight on the possibility of tightening in the next few months as more information bearing on the strength of the labor market and inflation Table 1: FOMC Statement Alternatives for the May Bluebook March FOMC Alternative A Alternative B Alternative C Policy Decision 1. If the Committee believed that the case for tighter policy would likely require at least several more months of evidence, it might choose a statement fairly close to the one released following the March meeting, as in Alternative A. (14) If the Committee finds sufficient merit in the selection of Alternative A, it could issue a statement like that shown in the corresponding column of Table 1.",T,,,"In these circumstances, the Committee might want to adopt language that would provide more flexibility about future action so that it has scope to begin unwinding its current policy accommodation if circumstances soon warrant, as in Alternative B. Even if such action were not viewed as imminent, the Committee might favor a change in the wording if members put some weight on the possibility of tightening in the next few months as more information bearing on the strength of the labor market and inflation Table 1: FOMC Statement Alternatives for the May Bluebook March FOMC Alternative A Alternative B Alternative C Policy Decision 1. (10) The Committee has multiple opportunities in its statement to indicate that the odds of policy firming in the near future are higher than at the March meeting, as shown in the column labeled Alternative B in Table 1.",T,,,"Alternative C contemplates a quarter-point firming and aligns the wording of the statement accordingly. Even if such action were not viewed as imminent, the Committee might favor a change in the wording if members put some weight on the possibility of tightening in the next few months as more information bearing on the strength of the labor market and inflation Table 1: FOMC Statement Alternatives for the May Bluebook March FOMC Alternative A Alternative B Alternative C Policy Decision 1. (11) If Committee members were sufficiently confident that the expansion was now self-sustaining or saw the recent increase in core inflation as signaling an upturn in underlying inflation, then they might find an increase of Ã‚Â¼ percentage point in the federal funds rate at this meeting, as in Alternative C, to be appropriate.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
