,Date,Speaker,content
516,1977-09-20,WINN,"  Mr Chairman, the two big uncertainties that hang over the forecast as far as  I’m concerned are with respect to the energy bill and with respect to the tax bill  The unknowns  in the energy bill have really held up major investments in transportation, mining, a whole series  of activities that really would give a tremendous impact if they could be unleashed  The whole  electric utility company construction [sector] has really kind of ground to a halt here  The bill  seems to be deteriorating as it goes through  I get more questions about this in certain sectors     And then the unknowns in terms of the tax bill really are showing up in investment  decisions, both financial and real, and I don’t have any idea when that’s going to be clarified     But those could be two major impacts to affect our projection  Some concreteness could  be added to this, and I gather you haven’t factored it into your fiscal projections or anything else  in terms of looking ahead    Yes    And I haven’t any idea how that’s going to come out, but there’s really more  discussion of this in terms of the consumer sector, the capital gains area, and a stimulus for  investment; and these are going to be major developments to affect the outlook       9/20/77 - 16 -   The third thing I’d mention is the status of the steel industry  Business is really better than  they talk about, in terms of their physical volume  [But] the profits are terribly poor  They are  facing up to fact that they have a very obsolete plant  And yet funds to provide the investment,  the incentive to provide the investments, and so on--now they are focusing completely on the  import situation, but I really don’t think that’s addressing some of the basic problems they have   The threats of really major shutdowns in Youngstown, Cleveland, and other places are very real   And as you know, there have been substantial cutbacks in employment in this area  So the fact  that the picture looks as good as it does [despite] some of these negative factors, I think is really  an underlying source of strength    Mr Chairman, thank you  To try to resolve the conflicting forces that we are  dealing with, and at the same time as a historian looking at our records, I had trouble getting  away from last month’s actions, with the economy not being that much different in outlook from  what we had  And so I would recommend an M1 range of 0 to 7, indicating some change,  recognizing reality  Keep a 3 to 8 or 8-1/2 on the M2 again, thinking of last month’s actions   And go to 6 to 6-1/2 [federal funds rate] [with a] 6-1/4 median, with the opportunity to use that  in the period if these ranges are not met  "
543,1977-10-17,WINN,"  Mr Truman, what element have you factored in with respect to the challenge  of steel dumping?  The possibility of some change being--    The last 30 days has seen a marked upturn in demands for motels, hotels,  office buildings, apartment houses in the insurance industries  Demand really has gone up  A  shortage, which we don’t talk much about, is the fact that the union bottlenecks with respect to  electricians, pipe fitters, plumbers, and that sort of thing  Before anything is started in  Cleveland, they’re reporting now that they’re fully employed  They’ve had a big hiatus, a lot of  people have dropped out of the unions, and you’ve got a big bottleneck here in the labor factor in  terms of construction    To a degree, but it’s always at a price and slow, and they’ve got some  problems--they shifted off in different areas  Our unemployment figures are very deceptive   There’s a big structural problem that’s not going to be cured by pouring money in there  And  then some of the other shortages--I think they’re going to take time to work themselves out     In the ghetto housing area, there’s real problems  We’ve used the mortgage device, I  think, quite foolishly, and we’ve financed people that really shouldn’t be in the private  ownership of homes  And people with incomes of $300 with 5 children haven’t any business  with $30,000 mortgages, in my judgment  I think society is going to have to find a different way  to house them, and there’s problems ahead for us, I think, in that sector of the mortgage market    Mr Chairman, just one comment on the consumer area  In the tire business,   the shift to radial tires led expansion of capacity  It’s also led to a rather high-priced tire  Now  the tire industry today is faced with big demand for tires both for new cars and for replacements   And the replacement demand has shifted rather dramatically toward the old bias tire, and they’re  now on allocation while your radials are evident  You see this, if you look at Sears and Roebuck  advertising and their failure to sell a high-priced radial  You see it with a major tire company in  terms of their sales here in the last two months  Now does this represent a shift in consumer  preference towards lower prices, or [a decision that] a [used] car that only goes 20,000 more  miles doesn’t really need a 50,000-mile tire?  But it’s a strange market     A comment, Mr Chairman  In terms of all the projections, you really  haven’t factored anything in with respect to the so-called tax revision law, or what have you, in  terms of--    One more comment  Several of our major companies in the area have at long  last released their string on capital expenditures after running overtime and a very tight ship and  all other means to avoid making the expenditures  But their demand has been so strong that they  are now planning rather major capital expenditures, and this is a change in the last 10 days    These are a couple of our major firms    Well, they’re electronic equipment and machine tools, this general area, auto  parts business    Yes, these are going to be plant expansions  They’ve done everything with  respect to improving tooling and that sort of thing to increase capacity, and they’re just faced  with market demand that they can’t meet without breaking water     10/17-18/77 - 18 -          Probably several years    Mr Chairman, I think my optimism is in part based on the hope that some of  the psychological malaise may be lifted  It’s a kind of a commentary on our times when last  week a New York Stock Exchange seat sold for $35,000, and a taxi medallion in New York sold  for $52,000  So our out-of-work brokers can’t even buy a cab  But I have a feeling that the  current market malaise is in part psychologically affecting attitudes in a whole range of areas,  and somehow I think that both the Washington scene and the New York scene may be clarified  before the year is out  And with those two lifted, I see greater strength than has been indicated in  some of these numbers  Now, if I’m wrong, they may pull down a greater segment of consumer  expenditures in some of these other areas and factor them into our forecasts    Mr Chairman, I’d like to note to the Committee that this is the period in our  discussion when time is standing still     I’d like to follow Chuck’s comments--    I’d like to join Chuck a little bit in looking backward, in the sense that we are  now making projections on assumed relationships, and yet we really haven’t accepted these  relationships in terms of the overshoot, in terms of any kind of future economic or price behavior  that I saw in terms of our projections that we talked about last night  And I think that raises  some questions for us  In view, however, of the process we’re going through, I’d like to urge us  to take a real thorough look at what’s gone wrong in our activities--that is, a reexamination of  our estimation procedures  I think we ought to take another look at our lagged reserve  procedures, and I don’t attribute a great deal to this, but maybe this is part of our problem here in  terms of control  Take a look again at our federal funds spread that we prescribe  Velocity has  impressed me as a rationalization for what happened, but I don’t find it a very satisfactory device  for estimating the future because I don’t really understand it in the sense of the term  So I think  we need to take a thorough look in this area  And in view of all the emphasis that’s placed on  the quantities, and in view of our overshoot, I think we owe it to ourselves to take a real  thorough look as to what’s happened, and I don’t feel we’ve done that     With the uncertainty with which we have factored in comments about our overshoots with  respect to future activity--whether it’s economic activity or prices, what have you--it seems to  me that we’re really focusing on the real issue as to whether perpetuating this is the right way to  go  But since we’re sort of hung with this at the moment, I would accept your recommendations  on M2 and M3  I would like to see a little recognition of the overshoot in the sense of a small  change in M1, just to indicate that we are cognizant of it  We’re really not changing; we’re  staying with what we were--all the uncertainties, but recognizing the overshoot    Mr Chairman, I am perhaps out of order, but I am concerned about the  behavior of interest rates in the period ahead and the implications of that, and yet I think we have  to react to what’s happened in the aggregates area in the past as well as our concern about what     10/17-18/77 - 63 -         the future projections would be  And I’d like to urge consideration of the use of this discount  rate as a way of buying some time, without basically changing the rate structure, [to get] a better  feel as to what some of these magnitudes would be down the road  Specifically, I would take the  B suggestions; I think I would prefer the [federal funds] rate span of 6-1/4 to 7, with action on  the discount rate first as a way of trying to temper this until we get a better fix with an aggregates  directive  "
569,1977-11-15,WINN,"  Mr Chairman, I concur in the feeling--explore the alternatives available to us  here to postpone our decision  But I join with Mark [in] a feeling that conditions have changed   We ought to think through more than just the directive problem, if this requires release, but the  implication  I have a feeling that the public interest in what we do goes far beyond the directive   And to the extent that we make that immediately available, then the whole discussion is going to  be required  And then the political activities involved in our deliberations, I think, will be highly  intensified as a result of this move  And we ought to think through what are the other  implications, not only just the directive aspect of what we release, but what this does to us in  terms of the economic anticipations behind this, and to what extent, then, you get greater and  greater focus on our activities from other groups as a result of this    Mr Chairman I think I am a bit more optimistic than the staff with respect to  the first half of next year  It seems to me the pickup in retail sales, and what we get in the field  in this area with the very tight inventory controls currently in effect, gives rise to a typical kind  of inventory cycle for next year to fill up the early part, together with the projected tax cut being  factored into people’s thinking as a prospect for keeping the consumer in our economy as a  strong factor for the first half of the year And [unintelligible] for the plant and equipment  expenditures to pick up, I think is a sobering cloud, and that probably will have to be dependent  on the last half of the year to have an impact  I think the first half of the year has a stronger  element in it than the projection    Could I piggyback on that question a bit?  Again, looking at this demand for  money and trying to use what evidence we could--using the demand deposit survey data, it looks  like consumers have been very stable in their holdings in this [unintelligible], with the very  violent swings in the financial corporation area  And you sort of scratch your head to see what is  really happening on this     11/15/77 - 33 -          Mr Chairman, I really have nothing to add  I would be in favor of widening  the [M1] range a little bit, 1 to 7--use this as an opportunity to get it expanded a little bit and stay  with the aggregates objective, not a money market  "
596,1977-12-19,WINN,"  I guess my comments are in the same direction, Mr Chairman  But it seems  to me that, with the small range, when we’re forced to move it, since we tend to be reluctant to  move until we are sure of the aggregates, that you’re going to get your next adjustment  instantaneously  And if you want to try to smooth that as a set-up, you are going to add more     12/19-20/77 - 19 -         reserves, which adds more to your quantitative movement, and I wonder if we don’t have less  flexibility in terms of really meeting our objectives  I would assume that your next step would  be up just another 1/4 point centered around the midpoint of where you’d reached  And you’d  actually get that instantaneously because the market realized that we’ve really gone beyond our  objectives in order to make the move  And then you’re going to get that, it seems to me, almost  at once unless you intervene  If you intervene again, then your quantity problems start     Well, wouldn’t you get it almost all at once this time?    Mr Chairman, in the energy area, I hope you’ll take another look at our  policy with respect to the export of reactors; that’s about a $9 billion market    But this is big for our domestic employment as well as for the balance of  trade    Oh, more than that     I think they have a much bigger figure than that    And then you’ve got $9 billion in export trade involved      That’s right  That’s all going to Germany and France; it’s going ahead     12/19-20/77 - 42 -          What about a 10 percent increase    Mr Chairman, I associate myself with being somewhat more optimistic than  the staff in terms of the outlook, with a couple of flags, one of which has been mentioned--the  automobile area  The parts people and the accessories people are not as optimistic as the basic  manufacturers in the outlook for automobiles, and I think that’s something we need to watch   The second problem I’d mention is the inflation problem, which may be underestimated by the  staff in terms of what’s happening in costs--steel, coal, and a number of raw materials are  starting to go the other direction  And then the basic Social Security, minimum wage, health  costs  It looks to me like state taxes may be going up, too, rather substantially, because of school  and other problems across the country  And I wonder if the cost-push may not hit us next year   We have been lulled a little bit by our favorable inflation experience this year, [and] this is of  concern, I do believe, as we look ahead      Mr Chairman, I’d associate myself with John’s comments, that I would be  happier if we could lower the range of the aggregates a little bit; but I find your suggestions  acceptable  I’d like to make one point, however, that we’re placing an awful lot of emphasis on  the aggregates numbers  And I must confess, I get nervous when we get a decline during a  period of rapidly expanding loan volume and rapidly expanding business activity  And  somehow, intuition makes me wonder about our numbers even more this time  And yet I have  no way of--    Yes, that’s correct  I mean, when you see this expanding loan volume and  expanding business activity, and here we are getting a negative number, which makes me--    I know, but it still makes me nervous    I know; it happened in reverse  That makes me nervous about those  numbers, too    I don’t know    I hate to interrupt, but would you care to comment just briefly on the legality  problem in the discount rate area?    It has to be corrected, that’s all  "
637,1978-01-17,WINN,"  Mr Chairman, I have several comments  First, I’d like to urge us not to get   trapped in the traditional kinds of statistical reporting--particularly in the housing area, which has  been quite crucial to developments to date, with home modernization and repair still representing a  rising and major portion of the total  To the extent that new housing starts may turn down, I think  it is crucial to know what is happening in modernization and repair because it’s really the total  expenditure in [the housing] area that determines what is happening  As you know, the figure is  now $33-35 billion in [the modernization and repair] category and I think we just ought to  incorporate that into our thinking about what’s happening in this area     My second comment is that I haven’t any quarrel with the sort of traditional kind of approach   we have for an analysis but I suspect it won’t happen that way  In the last two weeks, I have noted  perhaps the biggest change in sentiment, if psychology means anything in terms of future behavior  I can’t tell whether it’s the weather, the stock market, the foreign exchange market, newsworthy  developments, inflation, or concern about what’s happening here in Washington, but there’s a very  marked change--with people who didn’t think they would cut back on plans, planning to cut back at  the moment  Now, to the extent that [sentiment] can swing that fast negatively, it can also change     1/17/78             30  the other way   And, unlike Phil’s view, my feeling is that we may not get quite as robust a first  half in spite of the momentum we have  And if psychology changes as a result of the market  outlook or peace in the Middle East or a thousand external events that really aren’t factored into  these [forecasts], you have the basis, I think, for maybe the reverse--for the second half [to be  stronger] as contrasted with what the economic analysis will tell us here  I’m surprised and  puzzled by the very sharp change in sentiment that Mark reflected in part in his comments, but the  feelings are quite sharp and they tend to spread very quickly, as you know      Mr Chairman, in attempting to follow what’s going on, I got lost over the   year-end  Was there any change in the way we calculate these numbers?     Yes, the money supply     I didn’t know whether we lost part of the year-end in January or it came back to   December or what  I wondered what happened there  This was probably my ignorance, Mr  Chairman      Yes, maybe  I am concerned about the disintermediation as an adjustment   factor here ahead, so I think I’d be inclined to go with “B,”--3 to 8 and 5 to 9 percent [for the  aggregates ranges ] and 6-1/2 to 7 percent [for the funds rate] this month, with an aggregates  emphasis    "
667,1978-02-28,WINN,"  Mr Chairman, living in an environment in which it has been difficult to get   one’s feet on the ground for the last three months, it=s hard to get a perspective on the economic  scene that is not influenced by the environment  I don=t have any really basic quarrel with the  projection of the staff, but I would like to raise two or three questions  First, with respect to  structural changes in the financial area that impact on [the economy], to what extent has your  automobile outlook factored in the very sharp transition that has taken place [on the] terms of  automobile credit and the normal kinds of rollover?  What is happening as some of these [terms are  extended] and what does this do to debt and so forth?  Second, what is the reality with respect to  real estate financing?  Is it for real estate, or are [people] using this device now because of [more  favorable] terms to finance an expansion of consumer [expenditures] other than in the real estate  area--for automobiles, living expenses, and other things?  And third, on the aggregate analysis on  the impact of consumer credit, it doesn=t look too bad, but I am wondering if this area isn=t one  where we should know more about the individual incidences of these [types of financing] because  this is likely to affect our behavior down the road  In some places, the aggregate debt of the  consumer--if you add real estate plus the consumer debt in certain family situations--really looks  horrendous What does this means for us?      The fourth financial item I=d mention is that, while we project an increase in Regulation Q   ceilings in the future, I would hope that would occur before we reach the active disintermediation  stage  We=re having the horrible development of the so-called “honor bond” in the Midwest  That  troubles me a great deal and I would like to see that stopped by more legitimate kinds of channeling  savings rather than this device  I think this is going to rebound unfavorably on the banks and I am  really concerned about this device      The banks are issuing bearer certificates from $25 up to $10,000 or $20,000 and   [that’s where] the honor bond comes in  [You are on] your honor to report it to the IRS  They are  being sold as a way of avoiding income tax and I think this is a very bad kind of development on  the part of banks      It=s a disintermediation reaction     Banks have gone into it  They call them freedom bonds--freedom from taxes--  or honor bonds  I think it is a very unfortunate development, which is really a reaction to the  disintermediation problem  Some of [the banks] said they are competing--      On the [ones with] longer terms, they are  And they=re advertising that you can   use them as cash  It=s very bad advertising     No, on their longer terms, I don=t think there is a violation  But the rates are   what--7-1/2 percent?  And they sell them up to--     No, but it=s a reaction because of disintermediation      They say [to customers] “We don=t require your social security number”      [Let me mention] three other quick items, Mr Chairman  First, the price   developments are troublesome, at least in our area, with the very rapid rise in utility rates both  [because] of a very cold winter and the rapid increase in rates with changes in fuel sources--adding  that [directly] to the fuel bill  And increases in the telephone rates and other utility rates are  accelerating very rapidly  Second, a positive thing  The machine tool people are reporting quite  expanded interest in their activity  How much of this is the automobile changeover that=s still down  the road for us, I=m not quite [sure], but they=re having a really good year and good interest is being  shown in [terms of] future orders  And finally, school financing in the Midwest is really in serious  trouble and this may be partly a local situation      Because of tax limits and because of the inner city problem, practically all the   major cities in Ohio are faced with school closings due to the finance limitations that have been  placed on them  Local schools are $40 or $50 million in debt and they--      Well, some of them are going to have to close because of dates by which [the   local entities] can get approval for increased taxes  They got in a mess with the local banks on  short-term borrowings, and it=s a very, very messy situation, overlain in part by integration efforts  mandated by the courts  It’s the [total] school picture--school financing and higher education  financing  It is a very serious problem and hopefully the surplus can be diverted in this area      I think part of it is that, Bob     I vote for prudence under the circumstances  And I really haven=t any quarrel   with this [recommendation]  I think we ought to recognize just a little bit that our shifting base  problem is happening to us in all this, however      Mr Chairman, I have no quarrel with alternative B  I=d just like to see   something in the release indicating the coal strike as one of the economic uncertainties that we face  We have only the weather [mentioned] as a cause of our problems  And second, is there any  change in the status of the Merrill suit?      Mr Chairman, how is Governor Gardner?        "
683,1978-03-10,WINN,"  We’ve heard a great deal about our relationship with the Treasury We are also   in partnership with the Bundesbank in this  Do we have any indication of their attitudes in terms of  magnitudes, length [of time to repay], and other aspects?      Is there any feeling, Henry, that the $4 billion--or $24 billion or whatever--is  the limit to which they’d be willing to go in this activity?      Well, I share the feeling of reluctance to get too heavily involved although I   think we probably have to respond to put on pressure to get some of these other things in place   "
708,1978-03-21,WINN,"  It would be my guess that the wage settlement is really causing unrest in   public service groups, [with] other people feeling that this was endorsed here and they’re entitled to  the same sort of [increase in wages]  Second, I think we shouldn’t underestimate the amount of  time that it’s going to take to rebuild stocks  Inventories are really way down  Summer is a period  of even greater electrical consumption and to the extent they [shift] back to coal, then the problem  of rebuilding is going to take much longer  I think then people may realize that this may follow  through a little longer than one would normally expect  My chief concern, however, is in the fiscal  policy area, and this is where I would quarrel, I think, with the staff estimates  I would focus  primarily on the state and local areas  While in the national income accounts it looks as if we have  a big surplus, when you start to break that down you realize that it’s largely due to the revenue  sharing side; that is bringing in this big surplus  I see in the legislatures great efforts both to cut  taxes at the state and local level and to increase expenditures  So it seems to me that we’re likely to  find much more stimulus there than is [implicit] in the projection and I’m disturbed by the stirrings  in Congress about wanting to do something at this level  Once they take the bit in their teeth we  may get a much greater stimulus than firm leadership on fiscal policy would dictate  That is my  comment      Well, I think I’d be a little stronger in my cutback on the [ranges for the] Ms   in view of the adjustment factor we put in [which] makes comparison very difficult over time  I  would go to 2 to 7 on the M1 range and 5 to 9 on the M2 range  We certainly don’t move against  forecasts, but I’d surely move if the evidence came in because as I look down the road, like Henry I  think we’ve got to face the unpleasant task [of moving the funds rate up] and I’d rather move  earlier than later [given] the magnitude of the problem  But I’d go to 2 to 7 and 5 to 9 in view of  the seasonal adjustment we’ve put in there because the comparisons really are going to be quite  extreme      I agree   "
733,1978-04-18,WINN,"  Mr Chairman, I would like to ask a question with respect to the home  component of [the staff’s] presentation  To what extent have you factored in the multifamily  developments, which are really quite spectacular, offsetting the single-family decline?  [By that I  mean] the changes that have taken place in the financing area, with the pension funds and insurance  companies now doing the short-term financing as well as the long-term financing and with home  prices going up and even apartment rent going up faster than inflation  But the multifamily  construction is really quite a sensational development in the housing area      The interesting thing is that with the increases in rents that are taking place, you  change your calculations pretty fast  And even though there is increased cost in the multifamily  area, the borrowing hasn’t increased and there has been an increase in equity  I think some of these  people are going to get disappointed in their returns, but it’s kind of an interesting phenomenon      The second factor that I’d mention is the warehousing area; you can’t rent warehousing space  anywhere  And if you get a buildup in inventories and that sort of thing over a period of time  you’ve got a real push in construction  And the center city office building is a big phenomenon, so  [the outlook] may be more optimistic than [the projection] indicates      Mr Chairman, following upon Mark’s question  Does [Congress] get you in  any way into the short-term targets at the same time they are talking about the long-range targets?      It seems to me that that gets you quickly into Chuck’s problem of suppose we  have to very quickly--      I concur with your [recommendation]      Mr Chairman, I think the statement you made earlier about your changed  opinion in the last six weeks is essential, really, to a forecasting episode  The only way you can  forecast successfully is to keep forecasting because the scenario changes on you and all of the  underlying assumptions that you have made in the outline you have sketched for the year ahead can  change very drastically in the period  I would keep it on a personal view with the thought that you  are going to change your mind over time  If it becomes institutional--and nobody has a very good  record on that sort of thing--you are going to find that policy then becomes a matter of  Congressional concern because difference is what they are aiming at for the short term versus the  long term  And I think you will get yourself involved in problems you really don’t want to take on  at this time      Well, we are pretty much in agreement  I think it is probably important that the  top of the range be down more than the bottom in terms of imagery and determination  And I  remind you that we don’t have to freeze these in stone for the month  We can come back by  telephone and other ways to make adjustments  I think we have to feel our way along  The 5 to 9  or 4 to 8 is a move that would be agreeable to me on M1, and perhaps 5-1/2 to 9-1/2 on M2  And I  would buy the [funds] range of 6-3/4 to 7-1/2  I wouldn’t want to do that too specifically in terms  of a move that is in a sense determined  I think we will be faced with Reg Q [constraints] very  fast I hope we don’t get backed [against] the wall before we [enact] that relief because once you     4/18/78             50  are up to that ceiling any time you raise it you are up to the other ceiling  And I think it is  imperative that we move on track as [much as] we can as this [firming] move starts    "
747,1978-05-05,WINN,"  Mr Chairman, before you do that, could I ask Steve Axilrod if he adds M3 and  M4 in there, will he get a different picture than from the M1/M2 picture?      Mr Chairman, thank you  I share Paul’s feeling in that I’d like to see the  discount rate as a response to these numbers and let market [rates go] up anyway  I don’t need to  hit too much on the problem of the Treasury  The longer we wait--and being advised in terms of  the size of these numbers [unintelligible]--the opposition politically tends to build against the  increased rate  If we go up [now], we could be able to increase the [unintelligible] approval rather  than disapproval  But my guess is the market will turn on us because disintermediation, I suspect,  will increase pretty much  So we’ve got a bigger personal problem along with [unintelligible]  I  would be inclined to stay with the 7-1/4 percent funds rate but on the discount rate I couldn’t  possibly [disagree]    "
774,1978-05-16,WINN,"  On the housing figure, shouldn’t we put back in manufactured homes or mobile  homes?  It fell out of bed but it’s really coming back very strong  I wonder if we shouldn’t look at  that        Second, the inventory behavior is the thing I’m beginning to be puzzled about  in terms of what lies ahead  [That] is occasioned by a couple of factors  One is steel, which is  talking about operating at 90 percent capacity, and that introduces the capacity argument  But the  question is  How much of that is for inventory rebuilding and what is happening there?  And if you  look at warehouse space problems, again you wonder if there is not some inventory building  And  with this big spurt in sales, what’s the prospect that we’ll follow this with an inventory cycle before  we get into the capital goods cycle of an expenditures problem?  You see this in certain chemical  lines now, in steel, and a whole host of areas  [It] makes me wonder if we may not be on the verge  of a--       The third point I’d make has to do with the capacity problem  Part of this is in  steel and part of it is in transportation equipment where you just can’t get rail cars for anything  If  you try to get on a plane, you feel like the same thing [is going on] there  Delivery time on  machine tools has been extended and that’s one indication of the problems in this area  The labor  market problem is another  To what extent are we really close to capacity bottlenecks here that  throw off the price expectations pretty fast?      Ford shut down in the Cleveland area because of no engines       5/16/78              11    No engines, which they have been importing through Canada      I guess I have a little stronger feeling about the economy than the staff  And I  see a more normal cyclical kind of development out of that than Dave does in terms of the setup  The price phenomenon bothers all of us and I think we are picking up the fact that [inflation] is  suddenly accelerating in the service area  Some of my [lawyer] friends are increasing their fees by  20 percent and they are amazed that they are not running into any resistance       Yes, they are not charging me  With the prospect for what seems to me a  typical inventory cycle in the setup coinciding with the bottleneck problem in the construction  [area], I get worried about ’79 and not about ’78  The ’78 pressure seems to me much bigger than  we have anticipated  It creates challenges to us in terms of what we do here  On the credit side, I  would just like to make a couple of comments  One is that I think we ought to be a little concerned  about what’s happening in the margin credit area, particularly with the options on some of these  things  In the real estate area we are seeing a very different phenomenon  These apartments and  shopping centers and other buildings are all being constructed with much higher equity than in the  1972-74 boom  Where [formerly] it was a 20/80 kind of equity/debt ratio, we are now seeing 33- 1/3 and 66-2/3, which is really quite a different phenomenon in this area  So that building boom  strikes me as being a better base in terms of the credit side of the picture, but in some of these other  areas I am getting concerned [about] what we are seeing      I don’t care where the money comes from, as long as it’s in there      I’m puzzled as to what happened to V in our alphabet      Paul Volcker      I’m afraid I’m not contributing much wisdom but I do have a sense of  experience at having been burned for being a little foot-dragging in our efforts to broach some of  these problems  I guess my tendency is to average out to perfection by erring on the other side      I understand, but I can do two wrongs as well as a right sometimes  My  tendency would be to be concerned about the image of the Fed and its actions as they are perceived  by others  The problems are very real in terms of the inflation front and activity  While I realize  what we do has impacts down the road and not immediately, my tendency would be to proceed  cautiously, but certainly  [I’d go] with ranges of 4 to 8 or 3 to 8 and 5 to 9--I don’t really care too  much on those--with the funds rate range of 7-1/4 to 8 with a 7-1/2 midpoint and a conference call  before we proceed over 7-3/4  But at least it makes us face up to it again should the aggregates  [grow] more rapidly than we’re projecting     "
804,1978-06-20,WINN,"  Two comments, Mr Chairman  First, one inconsistency that I have trouble  identifying is that if you look at freight truck traffic it doesn=t really seem to relate to the other  measures of economic activity that we have  Has something gone wrong in those  measurements?      You=d think that inventory would pile up or something if you look at  production figures and those other things  My second comment is that I think it=s important in  terms of cyclical behavior in the future to look at the dissimilarities from what we=ve had in the  past  For example, take the housing problem  As we look ahead, if financing does tend to pinch  off that activity, it would be occurring at a time of the lowest vacancy rates since World War II   This could in some ways be salutary in terms of the price impact, perhaps some offset by Q or  some other factors here that may not be altogether bad  We looked at other cyclical behavior  I     6/20/78                12  think you=ll find a difference in terms of the structure of the real economy now versus other  kinds of excesses that have given rise to cyclical behavior in the past      That sounds like [my view] too  But those in the business community  certainly have the bit in their teeth and are running hard with the feeling that this year is going to  be better than most of the projections that have been given  And it seems to me that momentum  is going to carry longer  Second, the unrest on the inflation [front] seems to me to be increasing  The tax revolt in California was part of this but I sense it is everywhere--the bitterness about  prices and the feeling that we are losing ground  And this is true at all levels of income, not just  the lower levels  My guess is that everybody attempts to take care of themselves under those  circumstances, so we are probably going to get more [unfavorable] price behavior  Should we  get the slowing down that [the staff is] projecting, my guess is that the fiscal assumptions will be  altered  Things change very rapidly  And attitudes can alter in six months of time so that a  projected cutback may be an increase rather than a cutback  If that holds, it gets pretty     6/20/78                17  precarious in terms of one’s projections, but my roll of the dice is that I suspect the real GNP  will be up 4 percent and I’d say maybe 7-1/2 percent on prices      That is right      Mr Chairman, I have a feeling that we stopped reading on page 6 when the  problem got severe and didn=t look ahead to what is an alternative for us      My feeling is that market conditions are more favorable for action now than they  will be in the future, with possibly accelerating credit demands, and that we should push now to try  to moderate things rather than be faced with rate increases in the fall  My inclination would be a  federal funds range of 7-1/2 to 8, with narrower ranges [for the aggregates, which] probably would  force us to look at it  I thought 3-1/2 to 8-1/2 [on M1] and perhaps 5 to 9 on M2      Well, I would prefer 4-1/2 to 8-1/2    "
829,1978-07-18,WINN,"  Mr Chairman, I am intrigued with the games economists play and I think we  must not forget that it is a game  As I look at Africa, the Middle East, South America, and the Far  East and the problems in municipal finance at home and in some other areas, it seems to me that  there are a number of factors we haven’t put into our models to judge their impact  So I think we  need to be reminded that we are playing this game  I personally think that momentum is still  running very strong, and I would suspect that we still will achieve by the second quarter of next  year 3-3/4 to 4 percent real GNP growth  I am more pessimistic on the inflation outlook, with the  wages and structuring by business people and others to try to offset some of these things, so I am 8  percent plus by the middle of the year, and I have a 6 percent unemployment rate      I thought that was the instruction      It seems like we have backed ourselves into a win/lose posture no matter which  way we go, which is not the way I like to look at alternatives  To minimize our risks, it seems to  me that the status quo, for reasons that have already been expressed, would be the best posture      Point of information, Mr Chairman  In the bank credit numbers, are we getting  the foreign bank credit in that picture or not?  Is it just loans to domestic companies?      That is not the branches here but the foreign banks?       7/18/78              36    Thank you, Mr Chairman  I am concerned about the momentum I see on  prices, attitudes, and even real activity, in view of our past experience of waiting and then having to  raise rates too sharply  I share Paul’s feelings that I would rather do it now than later, as I felt last  month  Therefore, I vote for alternative C for the funds rate, with 4 to 8 and 6 to l0 as  specifications on the aggregates      The timing is not that important    "
