"19870818","Financial Corp. Loan Problems","Business","LEAD: The Financial Corporation of America said it might have to increase its loan-loss reserves if Federal examiners apply regulations that would increase the amount of assets the struggling company has to list as &#x27;&#x27;scheduled items,&#x27;&#x27; a measure of problem loans."
"19870818","Dollar Drops Sharply In Early Tokyo Trading","Business","LEAD: The dollar continued to take a beating early today."
"19870818","45.91 Drop Puts Dow At 2,654.66","Business","LEAD: A plunge in the dollar and falling bond prices sent stock prices plummeting yesterday from their newly won records."
"19870922","Bond Prices Finish Strong","Business","LEAD: Bond prices rose strongly yesterday despite being held in check throughout most of the day because of uncertainty about the prospects for legislation to raise the Federal debt ceiling."
"19871103","Reagan Plan For Banks","Business","LEAD: The Reagan Administration has decided against pushing for new real estate and insurance powers for banks, focusing instead on persuading Congress to grant banks permission to underwrite securities, a top Treasury Department official said today."
"19871103","Treasury Bond Prices Rise","Business","LEAD: Treasury bond prices rose nearly a point yesterday, cutting the yield of the 30-year issue to slightly above 9 percent."
"19871103","Brazil and Banks Near Agreement on Interest","Business","LEAD: Brazil and its creditors appeared close to agreement last night on a plan for the country to resume interest payments on its $100 billion foreign debt nearly nine months after the Government suspended them."
"19871216","Kaufman Leaving Salomon For Own Consulting Firm","Business","LEAD: Henry Kaufman, whose predictions on interest rates, inflation and the financial markets have made him one of the nation&#x27;s most prominent economists, said yesterday that he would resign from Salomon Brothers, the securities firm where he has spent more than a quarter-century."
"19880210","U.S. Bond Prices Up a Half-Point","Business","LEAD: Treasury bond prices rose about a half-point yesterday, while interest rates were little changed on short-term bills."
"19880210","G.A.O. Urges Caution on a Glass-Steagall Repeal","Business","LEAD: The General Accounting Office has recommended that Congress take a go-slow approach should it decide to repeal the Glass-Steagall Act, which separates banking from securities underwriting."
"19880210","Stocks Gain Broadly; Dow Rises 47.58","Business","LEAD: Stock prices moved strongly higher across a broad front yesterday, with the Dow Jones industrial average jumping 47.58 points, or 2.5 percent, to 1,962.04."
"19880329","Dollar Up, Halting Its Sharp Fall","Business","LEAD: The dollar rebounded against most major foreign currencies yesterday as the Bank of Japan and the Federal Reserve reportedly moved to bolster its value."
"19880329","BUSINESS DIGEST: WEDNESDAY, MARCH 30, 1988","Business","LEAD: INTERNATIONAL A U.S.-Japan pact to assist American companies seeking construction contracts in Japan was reached in talks in Washington, a day before a deadline set by the President&#x27;s Economic Policy Council. The two-year-old dispute was one of the most contentious trade disputes, and the council had recommended sanctions if Japan did not yield."
"19880329","Bond Prices Up in Light Trading","Business","LEAD: Bond prices moved higher in light trading yesterday, responding to a rise in the dollar&#x27;s value on foreign exchange markets."
"19880517","BUSINESS PEOPLE;
Italian Banker Is Eager For New Irving Role","Business","LEAD: Enrico Braggiotti, the chairman of Banca Commerciale Italiana, Italy&#x27;s second-largest bank, has a reputation as one of Europe&#x27;s most determined and dynamic bankers, with a strong international outlook."
"19880517","Treasury Bonds and Notes Fall","Business","LEAD: Prices of Treasury bonds and notes fell by as much as a point in fairly light trading yesterday, as market participants reacted negatively to the implications of a report showing a big drop in the nation&#x27;s merchandise trade deficit in March."
"19880517","New Irving Proposal By Bank of New York","Business","LEAD: Rebuffed in its attempt to replace the Irving Bank Corporation&#x27;s board, the Bank of New York Company yesterday announced a new step in its eight-month battle to acquire Irving."
"19880517","Use of Industry Capacity Rose to 82.7% in April","Business","LEAD: The nation&#x27;s industry operated at 82.7 percent of capacity in April, the highest level in more than eight years, the Government announced today."
"19880630","Foreign Stake in U.S. Rose to Record in &#x27;87","Business","LEAD: By building factories in the Midwest, buying Manhattan office buildings and purchasing United States Treasury securities, foreigners raised their stake in the United States by $195.4 billion, to a record $1.54 trillion, last year."
"19880816","Output Rate Up to 83.5% Of Capacity","Business","LEAD: The nation&#x27;s factories, mines and utilities operated at 83.5 percent of capacity in July, the highest operating level in eight years."
"19880816","Market Place; Investors Criticize Greenspan Move","Business","LEAD: THE timing of the Federal Reserve Board&#x27;s increase in the discount rate last week has made some big investors nervous about the leadership of the central bank."
"19880816","Economic Scene; The New Deficit: In Service Trade","Business","LEAD: FOR more than four years, the merchandise trade deficit has shaken the nation&#x27;s economy, even helping to cause the stock market crash last fall. Only now are the huge monthly deficits starting to shrink, running well below last year&#x27;s pace despite a rise in June."
"19880816","Dollar Ends a Bit Higher Despite Sharp Early Drop","Business","LEAD: The dollar rose modestly yesterday, despite a sharp decline immediately after the Commerce Department reported a larger-than-expected trade deficit of $12.5 billion for June."
"19880816","Treasury Issues End Day Mixed","Business","LEAD: Prices of Treasury notes and bonds ended mixed after a volatile session yesterday as technical factors and a steady dollar helped overcome an unexpectedly bad report on the nation&#x27;s merchandise trade deficit."
"19880920","Prices of Treasury Issues Up a Bit","Business","LEAD: Prices of Treasury notes and bonds posted modest gains in very quiet, trendless trading yesterday, recapturing most of the losses sustained during Monday&#x27;s session."
"19880920","Inflation Rate Shows Rise to 5% in Quarter","Business","LEAD: Prices climbed at a faster clip than previously thought during the second quarter, pushing the inflation rate further above the expectations of the Federal Reserve and Administration policymakers, Commerce Department figures showed today."
"19881101","Market Place; Betting That Fed Will Not Tighten","Business","LEAD: ALAN GREENSPAN says he is concerned by the rising tide of leverage in the American economy, but the evidence so far is that he is not willing to do much about it."
"19881101","Columbia First Federal Savings &amp; Loan reports earnings for Qtr to Sept 30","Business","LEAD: *3*** COMPANY REPORTS ** *3* Columbia First Federal Savings &amp; Loan Qtr to Sept 30 1988 1987 Net inc 1,757,000 1,933,000 Share earns .60 .69 Yr net inc 6,081,000 8,482,000 Share earns 2.05 3.09 The company said the prior year includes a $2,041,624 writeoff of Columbia First&#x27;s investment in the FSLIC secondary reserve."
"19881214","Capacity Use Highest In Nine Years","Business","LEAD: The nation&#x27;s industry is using more of its capacity than at any time in nine years, the Government said today, heightening concerns that the economy will overheat and inflation accelerate."
"19881214","Dow Falls 9.24 on Economic Uncertainty","Business","LEAD: The stock market sold off in relatively listless trading yesterday. The Dow Jones industrial average fell by 9.24 points to close at 2,134.25."
"19881214","Dollar Falls as Trade Deficit Shows Little Improvement","Business","LEAD: The dollar declined yesterday after the October trade deficit report showed little improvement over September and as traders speculated about the impact of interest rate increases in Europe."
"19881214","Yields Post Gains Again","Business","LEAD: Yields for certificates of deposit, bank money market accounts and money market mutual funds posted gains for the week ended yesterday. But as in recent weeks, the gains were focused on short-term rates."
"","","",""
"19890328","Central Bank Intervention Fails to Halt Dollar&#x27;s Rise","Business","LEAD: The dollar rose yesterday against most currencies, despite a concerted round of dollar selling by the Federal Reserve and eight European central banks."
"19890328","Treasury Prices Rise in Quiet Day","Business","LEAD: A drop in oil prices and another strong advance by the dollar helped lift prices of Treasury notes and bonds yesterday. Market participants said trading was a bit more brisk than in Monday&#x27;s session but remained quite light."
"19890328","Japan Official Unable to Be At Group of 7","Business","LEAD: Japan&#x27;s Finance Minister, Tatsuo Murayama, will not attend the meetings this weekend of the finance ministers of the United States and its major allies, casting doubts on what might be accomplished."
"19890328","Advantages Seen In Smaller Banks","Business","LEAD: SUPER-REGIONAL banks may be the current focus of many analysts and professional investors, but small regional banks are capturing more and more attention."
"19890516","Yields Flat On C.D.&#x27;s, Bank Funds","Business","LEAD: Yields for certificates of deposit and bank money market accounts were flat again for the week that ended yesterday."
"19890516","Dow Retreats 10.44 After 4 Straight Gains","Business","LEAD: Stock prices fell yesterday after climbing for four consecutive sessions, and the Dow Jones industrial average declined 10.44 points to close at 2,453.45."
"19890516","Treasury Issues Mixed In Sluggish Trading","Business","LEAD: Prices of Treasury securities were mixed in light trading yesterday, as longer-dated issues outperformed short-term notes and bills for the second consecutive session."
"19890706","Recession Fears Are Growing","Business","LEAD: With every day bringing new evidence of an economic slowdown, the danger of a recession has abruptly replaced inflation as the chief threat to the economy in the minds of many economists and even among officials of the Federal Reserve."
"19890706","Treasury Securities Inch Higher","Business","LEAD: Prices of Treasury securities inched higher in moderate trading yesterday, as many participants interpreted the open-market activity by the Federal Reserve Board as a sign that the central bank has decided to push interest rates lower."
"19890706","Dow Rises 5.88 Points, To 2,462.44","Business","LEAD: Stocks rose moderately yesterday after vacillating in a narrow range throughout the session."
"19890706","Economic Scene; Bush&#x27;s Goals At Summit Talks","Business","LEAD: PRESIDENT BUSH intends to use next week&#x27;s economic summit talks in Paris to take the lead on economic and environmental issues, much as he used the North Atlantic Treaty Organization summit meeting in Brussels in May to establish his leadership on military policy."
"19890706","Bankers See Progress In Mexican Debt Talks","Business","LEAD: There are signs of progress in the negotiations between Mexico and its banks on a debt-reduction package, as the talks have moved from the committee level to the top echelons in an effort to reach a compromise, bankers said yesterday."
"19890822","TREASURIES SLUMP AMID BIG SUPPLY","Business","LEAD: Prices of Treasury notes and bonds slumped yesterday, sending the yield on the Treasury&#x27;s bellwether 30-year bond to a 10-week high of 8.24 percent."
"19890822","ORDERS FOR DURABLES DOWN 1.9% IN JULY","Business","LEAD: Orders to American factories for durable goods tumbled 1.9 percent in July to the lowest level in nine months, the Government said today. The report provides further evidence that the economy is weakening."
"19891003","Stuart Hall Co reports earnings for Qtr to Aug 31","Business","LEAD: *3*** COMPANY REPORTS ** *3* Stuart Hall Co (OTC) Qtr to Aug 31 1989 1988 Sales 31,632,247 24,605,370 Net inc b544,456 516,680 Share earns .18 .18 Shares outst 2,979,754 2,855,966 9mo sales 80,365,828 59,763,502 Net inc b2,037,986 1,644,869 Share earns .69 .58 Shares outst 2,947,646 2,855,966"
"19891003","New-Home Sales Slip 0.4% After Surge in July","Business","LEAD: New-home sales fell four-tenths of 1 percent in August but remained above 750,000 for the second consecutive month, as buyers took advantage of lower interest rates, the Government reported today."
"19891003","Prices of Treasury Issues Rise","Business","LEAD: Prices of Treasury securities rose in lethargic trading yesterday, helped by a rise in the dollar in overseas markets. The move in the dollar prompted some overseas buying, but dealers in New York said most domestic customers showed little interest once trading shifted to the United States."
"19891114","30-Year Bonds Sold at 7.87% Yield","Business","LEAD: The Treasury auctioned 30-year bonds at an average yield of 7.87 percent yesterday."
"19891114","Factory Operating Rate And Output Show Drops","Business","LEAD: Industrial production tumbled seven-tenths of 1 percent last month to its lowest level in three and a half years, the Federal Reserve Board reported today, as an aircraft strike and the California earthquake hammered the economy&#x27;s already sluggish manufacturing sector."
"19891114","Economic Scene; Monetary Policy: A New Old Twist","Business","LEAD: FOR nearly a century, monetary theorists have been searching for their Holy Grail: a way to figure just the right amount of money to keep the economy on an even keel. Now two more pilgrim-scholars, David Glasner, an economist at the Federal Trade Commission, and Earl Thompson, a professor at the University of California at Los Angeles, are hot on the trail."
"19891114","Dow Off 16.18, to 2,610.25, After Early Gains","Business","LEAD: Stocks fell across a broad front yesterday on moderately higher volume."
"19891219","Construction of Housing Fell 4.7% in November","Business","LEAD: Housing starts dropped by 4.7 percent in November, pulled down by a big drop in multifamily construction."
"19891219","Treasury Issues Little Changed","Business","LEAD: Prices of Treasury securities were narrowly mixed in light trading yesterday. Dealers sold some securities when it became apparent that the Federal Reserve Board was not prepared to ease credit conditions immediately."
"19891219","AMR Deal On Eastern Routes Set","Business","LEAD: American Airlines confirmed last night that it had reached an agreement to acquire the Central and South American routes and other assets of Eastern Airlines in a deal valued at $471 million."
"19891219","Consumer Prices Up By 0.4%","Business","LEAD: The Consumer Price Index rose by four-tenths of 1 percent in November, as food and shelter grew more costly while energy prices edged down, the Labor Department said today."
"19900207","U.S. Revises Definition Of High-Leverage Loan","Business","LEAD: Federal banking regulators announced new definitions yesterday for bank loans that should be considered as &#x27;&#x27;highly leveraged transactions&#x27;&#x27; that must be disclosed in banks&#x27; annual reports to shareholders."
"19900327","Economic Scene;   Fed vs. Treasury On Dollar&#x27;s Value","Business","LEAD: EARLIER this month, at a conference in Tokyo, the vice chairman of the Federal Reserve Board, Manuel H. Johnson, said he was &#x27;&#x27;not uncomfortable with the current level of exchange rates.&#x27;&#x27; Hidden in that off-the-cuff comment may be a growing rift between the Federal Reserve and the Treasury Department over the dollar."
"19900327","Norwest Bank Deal Is Cleared by Fed","Business","LEAD: The Norwest Corporation said it had received Federal Reserve approval to acquire the First Interstate Corporation of Wisconsin, and it expects to close the deal about May 1. Under the agreement, First Interstate will become Norwest-Wisconsin."
"19900327","Treasury Issues Fall in Quiet Day","Business","LEAD: Prices of Treasury securities dipped slightly in very slow trading yesterday, as dealers placed bids on $10 billion worth of new two-year notes - the only real activity of the day."
"19900515","Fed Nominee Endorsed","Business","LEAD: The nomination of Assistant Treasury Secretary David W. Mullins Jr. to a vacant seat on the seven-member Federal Reserve Board was endorsed today by the Senate Banking Committee. The committee voted, 18 to 0, to forward the nomination to the full Senate, which is expected to approve it. Mr. Mullins, who is 44 years old, is an architect of President Bush&#x27;s savings and loan industry bailout."
"19900515","U.S. Issues Dip in Quiet Trading","Business","LEAD: Prices of Treasury securities dipped in quiet trading yesterday, as dealers took profits after the recent strong rally."
"19900515","Dow Rises Slightly, to a High of 2,822.45","Business","LEAD: The Dow Jones industrial average seesawed throughout the session yesterday, ending with a small gain and breaking through to another high at 2,822.45."
"19900703","Prices Rise in a Shortened Session","Business","LEAD: Prices of Treasury notes and bonds rose slightly yesterday and interest rates dipped at the close of an abbreviated trading session."
"19900703","Dow Rises 12.37 in Sluggish Trading","Business","LEAD: Stocks advanced yesterday for the fourth straight session, but with many traders and investors stretching their Fourth of July holiday, activity continued sluggish and is expected to remain so at least until Monday."
"19900821","Prices of U.S. Securities Lower","Business","LEAD: Prices of Treasury notes and bonds moved lower in thin, volatile trading yesterday, as dealers used movements in oil prices as their major indicator to buy or sell securities."
"19900821","A Bank Expert&#x27;s Plan for Change","Business","LEAD: When Lowell L. Bryan, head of the banking group at McKinsey &amp; Company, the management consulting firm, ponders the future of the banking system, he recalls his father&#x27;s explanation of how the failure of four banks in Oklahoma during the early 1930&#x27;s carried away the family fortune."
"19901002","Foreign Depositors Covered by F.D.I.C. at Failed Bank","Business","LEAD: The Federal Deposit Insurance Corporation, treading carefully in a nervous financial market, acted recently to protect foreign depositors of a failed Washington bank from loss. While the move followed an established policy of extending deposit insurance to cover dollars held in overseas branches of American banks, the F.D.I.C."
"19901002","Treasury Prices Post Small Gains","Business","LEAD: Prices of Treasury securities posted only modest advances yesterday, despite another big drop in oil prices."
"19901113","C.D. and Fund Rates Down","Business","Yields on bank certificates of deposit and money market accounts were mostly lower in the week ended yesterday and the outlook is for further declines if the Federal Reserve Board lowers rates again, as most analysts expect. These analysts are virtually unanimous in their opinion that the country has entered an economic slowdown and that with inflation now a secondary concern, the Federal Reserve will ease rates further. Their speculation now is turning to the degree of easing the Fed will undertake."
"19901113","Swiss Deal For 60% of First Boston","Business","Following nearly a year of chaos, a large Swiss investor in CS First Boston Inc., the parent of the First Boston Corporation, agreed yesterday to bail out the firm by purchasing $300 million in new equity. The move would make First Boston the first full-line American investment bank controlled by foreign interests."
"19901113","U.S. Output Fell 0.8% In October","Business","The output of American factories, mines and utilities dropped eight-tenths of 1 percent in October, prompting many analysts to declare that the economy as a whole has now conclusively slipped into recession. The decline, the first since April and the largest since January, was exceptionally widespread. And it intensified the belief that the Federal Reserve would move soon to cut interest rates again to arrest what could become a rapid economic contraction."
"19901113","Bonds Rally on Weak Output Data","Business","The rally in the Government bond market continued yesterday, as traders pushed up prices of some Treasury securities as much as a point and long-term interest rates fell to their lowest levels since the Persian Gulf crisis began. The catalyst behind yesterday&#x27;s move was a Federal Reserve report that industrial output had dropped eight-tenths of a percent in October, the first decline since April."
"19901113","Stocks Ease, With Dow Off by 4.95 Points","Business","Yesterday was a choppy one on Wall Street with stock prices dropping slightly. Trading was brisk and oil prices edged $1.25 a barrel higher, to $33.12. Program trading was heavy and small stocks picked up a bit. Nervous investors cashed in their chips after the Federal Reserve, which was widely expected to trim interest rates as soon as yesterday or today took no immediate action."
"19901218","C.D.&#x27;s and Bank Funds Fall","Business","Yields on bank certificates of deposit and money market accounts posted their ninth consecutuve decline in the week ended yesterday. The decline is expected to accelerate this week because the Federal Reserve cut its discount rate to banks, effective today. The Fed&#x27;s move should put downward pressure on all interest rates, starting with the short-term rates and gradually expanding to longer-term debt instruments."
"19901218","Cut in Discount Rate Lifts Prices","Business","Although widely anticipated, the Federal Reserve Board&#x27;s decision to cut its discount rate by half a percentage point, to 6 1/2 percent, was enthusiastically received in the credit markets yesterday. Treasury note and bond prices posted strong gains, and interest rates fell. For the past few weeks analysts had been saying that the Fed would have to lower the discount rate, if only because the overnight Federal funds rate, the market rate the Fed most directly controls, was being moved steadily down toward 7 percent. Generally the funds rate trades at a higher level than the discount rate."
"19901218","Trade Deficit of U.S. Worst in 2 1/2 Years","Business","The United States suffered the worst monthly trade deficit in two and a half years in October, an $11.6 billion imbalance that analysts said would make the early months of the recession worse than expected. The Commerce Department attributed much of the 24 percent jump in the trade deficit to higher foreign oil prices stemming from the Persian Gulf crisis. But there was also a big rise in car imports."
"19901218","Dow Jumps 33.41 After Cut in Discount Rate","Business","Stocks rose sharply late yesterday in heavy trading, responding only seconds after the Federal Reserve Board slashed its interest rate on loans to banks, or the discount rate, to 6 1/2 from 7 percent. &quot;For about three minutes, buying exploded,&quot; said Peter G. Grennan, head of stock index futures trading for Shearson Lehman Brothers. &quot;Then profit taking came in, because the news didn&#x27;t exactly come as a big surprise. If we hadn&#x27;t talked about it so much, the market would have gone up 100 points.&quot;"
"19901218","Consumer Prices Up by Modest 0.3%","Business","Consumer prices rose a modest three-tenths of 1 percent in November, less than half the torrid oil-driven pace set during the three months immediately after Iraq&#x27;s invasion of Kuwait, Labor Department figures showed today. The slowdown reflected both moderation in energy prices, which benefited from diplomatic efforts to solve the crisis instead of threats of force, and a general weakness in the economy. That weakness has tended to put downward pressure on the prices of some items while preventing higher prices for energy. When food and energy are excluded, the Consumer Price Index rose by the same three-tenths of 1 percent as when these volatile items are included. The rise in so-called core inflation has now been three-tenths of 1 percent for three straight months. Strange Behavior for Housing While the November increase was about as expected, many analysts had braced for an unpleasant surprise since the largest element of the price index, housing, has been behaving strangely of late and because last week&#x27;s report on prices at the producer level was worse than expected."
"19910206","Market Place; Why They Say The Bear Is Dead","Business","IS it the beginning of the end of the bear market? Or is it a fool&#x27;s rally that will fizzle with the next grim headline from the Persian Gulf or the next disappointing statistics from Washington? Some leading market forecasters -- Steven G. Einhorn, a partner at Goldman, Sachs &amp; Company, and Byron R. Wien, the market strategist for Morgan Stanley &amp; Company, for example -- are declaring the bear market dead. A new bull is born, they proclaim. Of course, so does Joseph Granville, the flamboyant forecaster who in September was warning of a 1929-style crash and depression."
"19910206","Yields Drop For 4th Week","Business","Yields of money market funds monitored by IBC/Donoghue&#x27;s Money Market Fund Report fell in the week ended yesterday. It was the fourth consecutive week of decline. The effects of last week&#x27;s surprise cut in the discount rate by the Federal Reserve will not be felt immediately, but rather over the next few weeks, said analysts at Donoghue&#x27;s. Yields, which had already been slowly moving down, will soon decline more sharply for a short time, they added."
"19910206","Opposition Is Expected To Bank Plan","Business","Leading Democrats as well as some Administration allies in Congress predicted today that many elements of the Treasury Department&#x27;s proposed overhaul of the nation&#x27;s banking system would not be enacted. While lawmakers and banking lobbyists agree that the time is politically ripe to fix a banking system under stress, there is widespread disagreement about just how to do it."
"19910206","Dow Rises By 42.57, To 2,830.94","Business","Stocks rallied briskly yesterday for the third day in a row as investors scrambled to pour more money into what many on Wall Street see as the start of a new bull market. From the blue chips on the New York Stock Exchange to the smaller, lesser-known issues on the American Stock Exchange and in the over-the-counter market, stocks moved sharply higher as banks, insurance companies and mutual funds entered the market."
"19910326","Brady Sees No Bailout Of Banks","Business","Treasury Secretary Nicholas F. Brady said today that no taxpayer bailout of the nation&#x27;s banks would be necessary if Congress approved the Administration&#x27;s proposed banking legislation and if the economy avoided a complete collapse. In an interview in his office, Mr. Brady gave an upbeat appraisal of economic prospects, but he suggested that the Federal Reserve could prolong the recession if it became &quot;preoccupied with inflation&quot; and kept interest rates too high."
"19910326","Treasury Issues Narrowly Mixed","Business","Prices of Treasury securities were narrowly mixed in light trading yesterday, a session highlighted by an auction of $11.5 billion of new two-year notes. Bids at the auction produced an average yield of 7.15 percent, up substantially from the 6.87 percent average rate at the last two-year note sale on Feb. 20."
"19910514","Wells Fargo And Buffett","Business","Wells Fargo &amp; Company said today that the investor Warren E. Buffett had filed for permission to increase his company&#x27;s stake in the San Francisco bank, now at 9.7 percent, to as much as 22 percent. In Federal Reserve Board application, Mr. Buffett said his company, Berkshire Hathaway Inc. of Omaha, might make future stock purchases."
"19910703","End of Slump Forecast For Industrial World","Business","The Organization for Economic Cooperation and Development predicted today that the industrial world&#x27;s economic slowdown would end in the second half of this year, led by a recovery in the United States. The O.E.C.D., a group of 24 industrial nations that promotes economic growth, added that the rebound would be modest and would not be strong enough to reduce unemployment in most of the industrial world."
"19910820","Brady Raises Possibility Of More Bid Violations","Business","Treasury Secretary Nicholas F. Brady suggested yesterday that other Wall Street dealers in Treasury securities, in addition to Salomon Brothers, might have violated the Government&#x27;s rule against buying more than 35 percent of the bills, notes or bonds offered at each Treasury auction. &quot;I certainly hope there have not been other violations of the 35 percent rule, but I don&#x27;t know,&quot; Mr. Brady said in an interview. He said the Salomon scandal had prompted an inquiry into the practices of other dealers to determine whether &quot;any were involved in similar incidents.&quot;"
"19910820","Salomon Is Losing Big Client","Business","The investigation of Salomon Brothers Inc. widened yesterday, and the shaken firm began to see the first significant loss of client business in the wake of the Treasuries markets scandal that has enveloped it since last week. The giant California Public Employees&#x27; Retirement System, known as Calpers, announced yesterday that it would suspend doing business with Salomon&#x27;s Government trading desk, even as another large pension fund said it would keep its business at Salomon while the Government&#x27;s investigation of the firm continued."
"19910820","Short-Term Rates Drop Further","Business","Interest rates on short-term issues moved lower again yesterday and bond prices rose as the continuing crisis in the Soviet Union gave investors ample excuse to redirect funds into high-quality, safe securities. In addition to the Soviet crisis, traders said prices had also risen in anticipation that the Federal Reserve Board is about to lower short-term interest rates again soon and the idea that the economy may be falling back into recession."
"19910820","Market Place; Coup Seen Aiding Stocks in U.S.","Business","WITH stock prices down on news of the Soviet coup, many American stock market strategists are arguing that the coup, and the resulting economic and financial impacts, made American stocks a much better buy. &quot;My experience is that these political events do turn out to be pretty transitory&quot; in terms of market impact, Greg Smith, the chief strategist at Prudential Securities, said yesterday. But he added that the turmoil in the Soviet Union was likely to make investing in Europe less attractive, while improving the relative standing of markets in this hemisphere."
"19911001","Japan&#x27;s Central Bank Loosens Credit Squeeze","Business","Japan&#x27;s central bank took an important step today to stimulate the nation&#x27;s sagging economy by changing a rule that will release more than $15 billion of cash into the banking system. The move could also give a modest lift to other countries, particularly the recession-bound United States, by making it easier for them to cut interest rates. The move by the Bank of Japan ended a two-year-old policy of squeezing bank lending to stamp out inflation."
"19911001","Leading Indicators Unchanged in August","Business","The Government&#x27;s main economic forecasting index was flat in August after six straight increases dating back to the period immediately after the Persian Gulf war, the Commerce Department reported today. The unchanged reading for the index of leading indicators, combined with a small decline in a companion index that gauges current business activity, was seen by many analysts as dimming prospects for the economy as the Federal Reserve&#x27;s policy-setting body met behind closed doors to set monetary policy for the next five weeks."
"19911001","Market Place; Mixed News On Dividends","Business","LAST month, for the first time in nearly two years, more companies increased dividends than had done so a year earlier. That fact, in figures released yesterday by the Standard &amp; Poor&#x27;s Corporation, was part of a somewhat contradictory report that shows that while there are signs of a revival in the fortunes of corporate America, there are also indications of increasing financial distress."
"19911105","Bank Funds and C.D.&#x27;s Fall","Business","Yields on deposit accounts fell sharply again this week in anticipation of further easing of interest rates by the Federal Reserve, according to The Bank Rate Monitor, a trade publication that covers interest rates. &quot;Deposit yields on savings accounts will be directly affected by whether the banks lower their prime rate by one-half point or by one-quarter point of 1 percent if the Federal Reserve cuts its discount rate a half-point,&quot; said Robert K. Heady, publisher of The Bank Rate Monitor. &quot;If the banks do not match the Federal Reserve reduction, in essence they would be pocketing the difference at the consumer-borrower&#x27;s expense.&quot;"
