,Date,Speaker,content
2386,1983-02-08,CROSS, We've been waiting patiently for two days  [Statement--see Appendix] 
2414,1983-03-28,CROSS," No changes are recommended  What kind of authority does this give us?  These are procedural restrictions, which set out limits on how much we can--  And the currencies we can deal in  Yes  Yes  There is an aggregate limit Let me check on whether Committee action is required on that It is required  It is required, but a change can be approved by the Subcommittee, which would be subsequently taken to the Committee [for ratification]  That's the only one  It was increased to $5 billion last year and the German mark portion of that was increased to $3-1/2 billion Now we are getting close to that $3-1/2 billion limit We do not expect to need it within the next few weeks, but we are not that far away from    3/28-29/83  the limit and we continue to earn interest on these marks, so it is a matter of time before we may need to change that limit  We're under [no] pressure on the yen limit  Yes, interest earnings  They're put in and then taken back out  The currencies you are talking about are the currencies held by the Treasury The currencies that we hold under warehousing [agreements] are in addition  Well, Mr Chairman, let me say that since we're getting close to the limit on [marks] and the Committee has had this chance to discuss it, you may want to consider whether to raise it  May and July  [Statement--see Appendix]  Mr Chairman, I would also like to get back to the question of the possible increase in the limits on the currencies we hold The present limit is now $5 billion overall of which $3-1/2 billion represents maximum holdings of German marks We are now at about $3450 billion marks--in other words, $50 million below the DM limit We're not going to run against that limit immediately, but with the continued receipt of interest earnings it would be appropriate to provide some additional room for these earnings to accumulate I would like to recommend that the Committee consider an increase from $5 billion to $5-1/2 billion for the overall limit and an increase from $3-1/2 billion to $4 billion for the DM portion  We have $500 million left under [the $1 billion informal limit]  Right  We're only $50 million below  We get about $25 or $30 million a month  The mark has been quite weak recently  Dollars  The others are very tiny balances of several currencies Holdings of Canadian dollars, I think, are very modest  No  It has changed over the course of the day There have been a number of days when these exchange rates have moved by, say, 1 percent The mark got down to over 243 today It closed at 242-1/4 on Friday The dollar in terms of DM got down below 243    3/28-29/83  again There have been a substantial number of occasions where the DM has moved a couple of pfennigs or even more and the yen has moved by a comparable amount So, a 1 percent movement in these rates is by no means unusual And there have been a lot of periods when there have been substantially higher pressures Throughout this period there has been a considerable amount of volatility in these rates and a considerable amount of nervousness and unsettlement  It would not be a large amount if our policy were one in which there were more intervention; $500 million is not a large amount if we're intervening with very much activity  Oh, yes And that would be time enough to convene the Subcommittee  All within the $8 billion  Yes, it would  SPEAKER(?) That's around $30 million a month  It would carry us for several months "
2454,1983-05-24,CROSS," [Statement--see Appendix]  No This is a special swap, which is a part of the BIS-US facility including [the Federal Reserve] and the US Treasury    5/24/83  Yes  It's $185 billion less what they pay next week It would be $15 billion "
2491,1983-07-12,CROSS, [Statement--see Appendix]  The Treasury has $500 million out of $1250 million 
2517,1983-08-23,CROSS," [Statement--see Appendix]  It's about $3-1/2 billion  Yes  The first day that we intervened, which occurred rather late in the afternoon, it was intervention by the United States [only] but we had talked with the other central banks about what we intended to do Then, subsequently, we were acting more or less in concert  Yes, I saw some reports that were wrong  Our share of the intervention was $250 million  Intervention by the Europeans and others was $24 billion    8/23/83 "
2547,1983-10-04,CROSS, [Statement--see Appendix] 
2572,1983-11-14,CROSS," [Statement--see Appendix] I also have a recommendation, Mr Chairman All of the Federal Reserve System regular swap arrangements with foreign central banks and the BIS will come up for renewal in December And I recommend that all the swap arrangements be renewed We would propose no change in the terms of the agreements except that in the swap arrangement with the Bank of Japan we are discussing a possible change in the interest rate  -29-    11/14-15/83  provision The change under discussion would provide a more favorable basis for calculating the interest cost in the event of a United States drawing under the Japanese swap arrangement We still do not have that negotiated with the Japanese but if it comes about in time and we can do it, we would like to introduce that change in the renewed Japanese swap agreement  We would revise it  Well, I would inform the Committee  Yes There is a difference in the rate we would pay if we should draw on the Japanese arrangement and in the basis on which we calculate our earnings on investments with the Japanese because they were negotiated at two different times As we looked at them, tracking them over the period of the past several years, one seems to be consistently a bit below the other and we're concerned about that  If we drew yen, the interest rate that we would pay on those drawings is based on Japanese rates and would be slightly less favorable to us, we think, if looked at over time, than the rate that we would get on investments  No, they are not But when we draw we try to work it out so that what we pay is based on a short-term Treasury bill type rate In Japan they don't have any such thing, so we base it on a longer-term seasoned bond which is maturing but has only a short period to run That rate, for reasons I can't entirely explain, seems to be consistently a little higher than the so-called Gensaki rate, which is a [rate in the] much more liquid repurchase market It seems to have rates that are slightly lower and that's the rate we would get on our investments So, we want to try to bring about a change  The Bank of Japan is sympathetic but it is always a long and tedious process to have to negotiate anything like this with the Finance Ministry, so it has taken time But we are trying to work it out  There were no foreign exchange implications in that problem It was local  Well, there are a lot of rumors about banks and they are usually denied The foreign exchange market on Friday was subject to a certain amount of [fluctuation] when we were closed because of alleged problems with respect to German banks But, again, sometimes they talk about the situation in Luxembourg branches that we're not aware of  No I agree with everything Mr Truman said  Well, they generally have, with a certain amount of effort of pulling and clawing I think the success has been pretty good so far There are a lot of questions about whether they will be able to bring them along this next go-around, but so far it has worked reasonably well  The expectation is that this time it will be more difficult On the other hand, there is greater recognition of the depth and pervasiveness of these problems I think that the banks also are more aware of the situation and probably have less, or not much, chance of doing anything but going along  They can do it if things go as we are hoping they will go  -32-    11/14-15/83  That's one way around it "
2606,1983-12-19,CROSS," It's due to the change in the value of the dollar relative to these other currencies  We have to update, that's right So, when the dollar rises relative to the other currencies, in terms of dollars our currency holdings show up as bookkeeping losses not as realized [losses]  [Statement--see Appendix]  No We keep getting asked this question over and over What happens actually is that, of course, we are monitoring [the market] all the time When we see a situation where it looks as if rates could be moving too rapidly or are very volatile--kind of gaping, with one transaction here and then the next buy or sell order moving out of the range entirely--or just generally unsettled conditions in the market, then we talk to our colleagues at the Board and our colleagues at the Treasury And usually at very, very high levels in the Treasury Department there's a decision as to whether they feel that it is or is not a disorderly market Certainly, one of the factors that goes into their thinking is the attitude of some of the other monetary authorities On the occasion when we intervened in December [our action] followed some intervention by the Bundesbank-- indeed some intervention where the Bundesbank had come in at the end of their day and intervened in a way that was going to affect the DM in our market They had called us up to tell us about it and to see if we had any concerns about it and we decided, again after consultations, that it would be appropriate for us to go in But we intervened in a modest way These have all been very modest transactions; $50 million worth of DM, at a time when the market is as big and as active as it is, is not going to reshape the world  It shows some evidence of being willing to participate but in a very modest way And I don't think anybody thinks that these amounts have any great impact It can temporarily settle a situation if we do enough of it  On one occasion This was a very unusual situation in which the dollar was moving at a very, very rapid rate just at the time our market was opening, and they did intervene on that occasion in the amount of about $500 million Subsequently, they have intervened in the market through the New York Fed, with us acting as agent  Once or twice--not often  Well, we like to know what other central banks are doing in our market  For a number of the central banks--the Japanese, the Swiss--when they do, which is very rare, we act on their behalf And that to me is the best way to handle it Then we can do the operation for them and know what is happening and handle it And the Germans did operate that way subsequent to this one occasion when they acted directly; they were trying to make a big splash and to show the world that they were out there selling all these dollars  I do  We settled two days later anyhow  Well, it's very hard to say Certainly, they have been active, particularly in the past couple of weeks, in buying dollars For what reason, I don't know We have been trying to keep a log of what we hear and find out about their activities to see if we can figure out what their approach is But in the past couple of weeks they have been buying very heavily in the dollar And, as I mentioned, the Bundesbank has done really quite a large amount of dollar sales--over $1-1/2 billion The Russians have been buying a very large chunk of this on the other side, we think One thought is that they have some big year-end dollar needs, just as many others have big year-end dollar needs But I don't really have a good explanation as to why they're doing it They seem to be buying a lot of dollars and selling some sterling, for example Earlier this year they were operating on different sides of the market We're trying to get a better assessment of their approach, but right now we really don't know what their purpose is in buying dollars But they have been buying them heavily in Europe, in New York, and in the Far East "
2632,1984-01-30,CROSS, [Statement--see Appendix]  That was an arrangement the ESF made with the Jamaican authorities It has not been announced and I was just informing the Committee of it It ties in with a move by which the Jamaicans would have an IMF program and it's a kind of bridge financing looking toward that  SPEAKER(?) Didn't you call it a swap?  Yes  No What I said is that we have done this for the Treasury It's totally an ESF arrangement I only noted it for your information 
2692,1984-05-21,CROSS," [Statement--see Appendix]  Through the end of May  The original agreement said only 30 days Then it was extended by the Latins and by the Treasury for another 30 days And it may be extended further for another 30 days, according to the Latins, but the Treasury hasn't said anything  There are a few other things in there  The encouraging part is that they are talking to the Fund and for the first time have begun to make proposals to the banks about how to deal with it They are not home free  We did not hear a great deal of concern expressed about a spillover into the whole system Now, the dollar did come down a couple of percentage points during that period, mind you "
2717,1984-07-16,CROSS," Did you call on me?  I usually go first  [Statement--see Appendix]  Well, it's awfully hard to speak very generally The conditions vary a great deal from country to country and situation to situation Obviously, the Canadians found great difficulty in keeping their interest rates very far away from reflecting the rise in ours The Germans have been seeking to avoid following the increases in US interest rates but, as I said here, it has resulted in quite large amounts of intervention in the exchange market  Do you mean do I think that there would be a view that the dollar might do this? I didn't quite [hear you]  I think that most of the people in the market have become quite jaundiced after having seen a number of very large balance of payments deficits and large trade deficits and hearing repeatedly that this was going to bring down the dollar but not having seen it happen So the people in the market, as opposed to the people making the forecasts, do not really seem much impressed by this They know, as everybody knows, that at some point the dollar is going to come down But the matter of when is of extreme importance in the exchange market, and these people tend to take a fairly short time horizon anyhow So, I don't think there is a widespread expectation of any very early decline in the dollar  That's right Those who have are now in the hardware business!  Yes We did $135 million "
2746,1984-08-21,CROSS, [Statement--see Appendix]  Nothing to approve  They paid them $125 million 
2770,1984-10-02,CROSS," [Statement--see Appendix]  We raised the total amount of this limit and the DM amount The total [informal limit] is now $5-1/2 billion  Well, it is an informal limit We have a formal limit of $8 billion, which is recorded and registered as the decision of the FOMC and I imagine made public This $5-1/2 billion is an informal limit, which has been operative for a number of years, under which we seek the FOMC's views about how much we would operate within our total authorized $8 billion We now have an informal maximum of $5-1/2 billion for all currencies, with [limits of] $4 billion in deutschemarks, $1 billion in yen, and $500 million in other currencies  I believe you have the authority--  The Foreign Currency Subcommittee could authorize it  The present holding of DM is $39 billion equivalent Our limit is $4 billion equivalent and I am requesting--  No These are recorded on [the basis of] historical acquisition costs We could never operate in this day and age if we were operating on the basis of market value  Well, if we converted it into dollars, that would be, in effect, an intervention operation  It is not as though we have such massive amounts of these currencies that we need to worry about our balances being too high, it seems to me As I say, the United States [holdings] as a whole are way below what they were even a couple of years ago  Well, the total value of these at today's exchange rate would be less than $39 billion So, I think we are talking about a very modest amount of currencies and it is in our interest to have some of these currencies available  We get about $200 million per year  I would welcome an increase of $1 billion  No It's just that the past couple of times when we raised it, we increased it by $500 million and I did not want to give the impression that there was anything very major involved It seems to me it would be quite appropriate--and in fact it would be advisable--to increase it by $1 billion  $6-1/2 billion and raise the total for all of them?  Another possibility, Mr Chairman, if you wanted to consider it, would be to keep the informal limit on the total but to eliminate this difference between how much is in DM and how much is in yen, and how much is in Swiss francs and other currencies That would provide a little more flexibility  I would certainly agree that there is no very clear-cut explanation It is amazing how much the attitudes [have changed]; everybody seems to talk about what a good thing the dollar is to get into these days One can listen to how they talk now and think back to how they talked in 1978 and 1979 when it was going the other way and the United States was [viewed as] hopeless as far as the future was concerned It's hard to believe they are talking about the same country "
2795,1984-11-07,CROSS," Well, they don't sell only on those celebrated occasions when they have come in and hit the market, of course They do put some of this in over time For a long period of time they had followed, in varying degrees, the practice of putting these amounts in during periods when it seemed sensible to them or when they wanted to do it They don't follow and have not followed, as far as I know, the practice of consistently putting these amounts in the market on a regular basis  They've been doing this for many years and have always done it in this way The amounts I think are larger than--  Troop costs certainly used to be at least that much; that may have declined  I will assume the Committee agrees and will proceed accordingly "
2820,1984-12-17,CROSS, [Statement--see Appendix]  Only these two technical modifications have been proposed  They asked whether we were interested in continuing it and I told them we were 
2844,1985-01-18,CROSS," Can you hear New York? New York is on  We've been on for about the past five minutes but no one could hear me Can you hear me now?  SEVERAL Yes  All right Let me proceed [The overall limit] on balances for all currencies as you recall is $6-1/2 billion, and we have available under that overall limit $1-1/2 billion So we're very comfortable there This is broken down into [informal limits on] deutschemarks, yen, and other currencies The other currencies [category] would be relevant if we were to intervene in other than the DM or the yen, namely in sterling We have available under that limitation $167 million at the present time So, our authorized balances are not in danger of being breached at this moment  With respect to the market, let me give you a little rundown Immediately prior to the time Secretary Regan spoke yesterday, which was very late in the course of our day--our markets were closing--the dollar was cruising around 3175 marks The other currencies had moved more or less similarly vis-a-vis the mark After his statement, there was an initial fallback in the dollar in the South Pacific and other markets that were open; it fell back about 2 pfennigs But after hitting these lower levels and when the Far East became more active, there were buyers for dollars at these lower levels and that seemed to cover professionals and speculators We heard the usual-- that speculative operators were in there, namely the Russians and South Africans and so forth As a result of all this, the dollar then rose again somewhat and opened in Europe at about 3165 marks During the course of the European day the dollar was fairly quiet It just barely touched 318 marks once or twice but generally speaking was in the 317 to 3175 range during Europe's day Since I've been sitting here the dollar does seem to be rising and has now gone up above the 318 level; it's getting close to 3185  The attitude towards Secretary Regan's statement seems to vary considerably among the various market participants A number of them called attention to the fact that it was cited as a reaffirmation of the Williamsburg agreements, and they tend to think that that makes it likely not to be of major significance--that it might be something to placate the Europeans But there are a number of people who have read the Regan statement as reflecting the possibility, certainly, of something aimed at communicating more than that And the market is wary They read the comments that there may be some surprises and that we might operate on occasions when it would be helpful and not just [to counter] disorderly market pressures as in the past So, there is a general wariness and uneasiness And there is some likelihood that the market, either in the course of today or relatively soon, will try to test some of these [intervention] points and get a better understanding of the meaning of the Group of 5 statement As of now, that's the general picture I think very few people believe that it reflects any fundamental modification of our    1/18/85  policy But there are quite a few who think that it may have some significance and they are rather wary because of that Thank you "
2860,1985-02-12,CROSS," [Statement--see Appendix]  Well, it's very difficult to say what they might do I would think that the desire, obviously, is very much to have the United States (a) take the lead; and (b) certainly, participate Now, whether they will bring themselves to very large intervention in our absence--if we are out of the market entirely--looks pretty doubtful  I don't know that anybody is talking about any specific amount of money I think there is a problem in that the    2/12-13/85  operations that have been undertaken during this period--certainly on the United States side on the occasions that we have operated--have been limited to fairly modest amounts On one occasion it was $40 million and on another occasion $48 million; the most we did was close to $150 million There certainly is a feeling that one needs to act both in greater amounts and also with a greater forcefulness, as it were They understand the US view about not wanting, as I said, to bash the currency; but they do feel that something needs to be done to deal with these exchange rates more forcefully than has been done There was certainly some uncertainty in the market after the G-5 announcement about what it meant As time has gone by, that has tended to fizzle out and there has been the feeling that the intervention, while not insignificant, really hasn't been of a forceful and large nature, given the magnitude of the problem  Yes, I certainly think that Absolutely As a tactical move, the German operation of September did introduce a considerable amount of two-way risk and uncertainty in the market It was very heavy and it is seen as having been a very useful and attractive operation Now, in subsequent times when they have taken similar kinds of actions, they have not been as effective But I don't disagree with you I think it had a very powerful impact on the market; for some period of time it had the market wondering whether it was going to be hit again one of these days That certainly introduced a certain caution in the market and I would think that that is a useful thing to do There is certainly, on the part of some of the Europeans, a strong desire to see if tactics of that sort could not be used again with the same impact  Yes It went up on the day that they hit it [hard]; at its height it was 317 and it went down about 4 percent  It's at 329, but between September and February it went up It certainly was an element that introduced a great deal of caution into the market and I think it did have a lasting effect for some period of time On that day I believe they spent about $400 million; we're not talking massive amounts in the billions that were spent I think everybody is fully cognizant of the limitations of intervention; in fact, maybe too much so No one expects it by itself to solve all the problems in Europe or here But certainly there is a    2/12-13/85  view that, properly and forcefully used, it can be one additional weapon that can be very helpful in keeping this quite troublesome exchange market situation perhaps a little less volatile--I mean volatile in the upward sense  I think all, or certainly a lot, of the Europeans are going to be under upward pressure on their interest rates if their exchange rates continue to depreciate  I don't think anyone will disagree with what you've said I think you're right that we need to act more forcefully if we're going to go in there, and show that we mean business and that we are prepared to do something in other than token amounts  Well, resist? We're almost there They are concerned about the exchange rate They have raised their interest rates by an enormous amount and they have a very soft economy So in that sense, they really have moved very, very strongly They have not done an enormous amount in intervention They have done some, but--  --very little  I think they feel that the 4-1/2 points that they have done is really quite a response to the downward exchange rate--    2/12-13/85 "
2888,1985-03-26,CROSS," [Statement--see Appendix]  Well, this was at a time when sterling was being particularly hard hit and our purchase was in part a cooperative gesture to the British, who were very much concerned that the pound was taking more than its share of the brunt of this change It coincided with the time of the high level visit of Mrs Thatcher  Well, I think it had some implications of being done in light of those political circumstances, yes  I would certainly think that the intervention had its effect We collectively--mainly other central banks--added really quite an enormous amount of dollars to the stocks sitting out there If you consider that we're running about a $10 billion current account deficit every month, we added another month there; and somebody has to absorb those dollars Some of those were absorbed at levels that now don't look very good So that has been overhanging the market and [the intervention] has called attention to the fact that the authorities can come in with a pretty heavy hand and do these operations This is undoubtedly part of the reason, but not the only reason, why the markets themselves are in such a sloppy condition People are increasingly unwilling to be market makers out there I think intervention certainly has had an effect It has reminded the market that the officials can come in rather forcefully and it has left a lot of dollars out there to be absorbed  Well, $10 billion is small relative to the total of $120 billion Still, it's money that somebody out there has-- "
2912,1985-05-21,CROSS," [Statement--see Appendix]  Well, certainly the complaints about market conditions have been much, much worse And there's no doubt that the day-to-day volatility in the past two or three months has been far greater than in earlier periods We've been hearing for a long time from the banks regarding their concern about the market's condition and we're beginning to hear more complaints from some of the corporate representatives at this point That's a new element in this  Generally speaking, most are making money on the exchange market, if you look at their quarterly reports With some notable exceptions, they continue to make money  Less so It does vary; it moves up and down But at least at the banks in New York that we keep an eye on, the number of quarters in which they had large losses was very few and that was only at a very few institutions  I think the banks are withdrawing more and more from the market, so they are protecting themselves by being much more unwilling to be market-makers except in limited conditions than they were before  No, they're just not doing business  It is a matter of considerable concern The volatility did increase considerably, of course, after the operations in late February Now, that does not mean necessarily that people should be unhappy about the heavy intervention in late February But there is a question of whether there should be some follow up to that kind of arrangement to provide for a little more structure in the    5/21/85  market and a little more effort to try and deal with this kind of very short-term variability  What I've been talking about here was intra-day-- the amount during one 24-hour day--which, as I say, now averages about 2 percent whereas in earlier periods it was much less "
