,Date,Speaker,content
2627,1984-01-30,BERNARD," 900 am  [Meeting recessed]  -36-    1/30-31/84  January 31, 1984--Morning Session (Executive Session)  Not a lot  They are having some problems finding a Xerox machine Here's the original  Chairman Volcker Yes Vice Chairman Solomon Yes Governor Gramley Yes President Guffey Yes President Keehn Yes Governor Martin Yes President Morris No Governor Partee Yes Governor Rice Yes President Roberts Yes Governor Teeters Yes Governor Wallich Yes  -49-    1/30-31/84  March 27 That's eight weeks from now  Chairman Volcker Yes Vice Chairman Solomon Yes Governor Gramley Yes President Guffey Yes President Keehn Yes Governor Martin Yes President Morris Yes Governor Partee Yes Governor Rice Yes President Roberts Yes Governor Teeters Yes Governor Wallich Yes  Yes "
2654,1984-03-26,BERNARD," Okay Staff Director and Secretary, Stephen Axilrod Assistant Secretary, Normand Bernard Deputy Assistant Secretary, Nancy Steele General Counsel, Michael Bradfield Deputy General Counsel, James Oltman Economist, James Kichline Economist (International), Edwin Truman  Associate Economists from the Board Donald Kohn; David Lindsey;  Michael Prell; Charles Siegman; and Joseph Zeisel  Associate Economists from the Reserve Banks Joseph Burns; John M Davis; Richard Davis; Richard Lang; and Gary Stern  They come later  The Authorization for Foreign Currency Operations and the Foreign Currency Directive  That's primarily because the main delivery services just don't deliver on weekends Given that it's ready only on Friday evenings, we have to rely on--  Well, I'm not sure  The problem with the pouch is that we would have to have the Bluebook ready by about 500 pm or it's just too late to make it into the pouch  I don't believe that delivers until Monday  Five  Five  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley No President Horn Yes Governor Martin No Governor Partee Yes Governor Rice Yes Governor Teeters Yes Governor Wallich No "
2687,1984-05-21,BERNARD, It's seven  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin No President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Wallich Yes 
2711,1984-07-16,BERNARD," There is coffee out there  Well, at the beginning of 1983, the range for M1 was 4 to 8 percent And then it was raised to 5 to 9 percent, but with the base shifted to the second quarter; so it applied only for the second half of last year  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin No Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes "
2741,1984-08-21,BERNARD, Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich No    8/21/84 
2765,1984-10-02,BERNARD, Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley Yes President Horn Yes Governor Martin No Governor Partee Yes Governor Rice No Governor Seger No Governor Wallich Yes 
2790,1984-11-07,BERNARD," ""M1 is expected to grow over the period at a rate of around 3 percent""  Or [comma] ""less than anticipated earlier in view of the decline in October""  And you thought about possibly putting in there ""In light of that decline, more rapid growth would be acceptable""  Chairman Volcker Yes Vice Chairman Solomon Yes President Boehne Yes President Boykin Yes President Corrigan Yes Governor Gramley No President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes "
2815,1984-12-17,BERNARD, Chairman Volcker Vice Chairman Solomon President Boehne President Boykin President Corrigan Governor Gramley President Horn Governor Martin Governor Partee Governor Rice Governor Seger Governor Wallich  Yes Up to $300? No Yes Yes Yes No Yes Yes Yes Yes Yes Yes 
2840,1985-01-18,BERNARD, Boston should be on    1/18/85 -2- 
2855,1985-02-12,BERNARD," There will be cars at the hotel at 715 pm  [Meeting recessed]  -34-    2/12-13/85  February 13, 1985--Morning Session  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Boehne Yes President Boykin Yes Governor Gramley Yes President Horn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  Your reference is to all the aggregates and not just M1 in this sentence?  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Boehne No President Boykin Yes Governor Gramley Yes President Horn Yes  -69-    2/12-13/85  Governor Martin No Governor Partee Reluctantly, yes  Governor Rice Yes Governor Seger Yes Governor Wallich No "
2883,1985-03-26,BERNARD," For Staff Director and Secretary, Stephen Axilrod  Assistant Secretary, Normand Bernard Deputy Assistant Secretary, Nancy Steele General Counsel, Michael Bradfield Deputy General Counsel, James Oltman Economist, James Kichline Economist (International), Edwin Truman  Associate Economists from the Board Donald L Kohn; David E Lindsey; Michael J Prell; and Charles J Siegman  Associate Economists from the Federal Reserve Banks Joseph R Bisignano, proposed by President Balles; J Alfred Broaddus, proposed by President Black; Richard Davis, proposed by President Corrigan; Karl Scheld, proposed by President Keehn; and Sheila Tschinkel, proposed by President Forrestal  SPEAKER(?) So moved  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black Yes President Forrestal Yes Governor Gramley Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Wallich Yes "
2907,1985-05-21,BERNARD," No, I don't think so  Did you settle the [language] for this earlier part?  ""Anticipated earlier for M2 and M3, respectively""  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black No President Forrestal Yes  -44-    5/21/85 -45-  Governor Gramley Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes "
2931,1985-07-09,BERNARD, 930 am  Yes  6 to 9 percent for M2 and 6 to 9-1/2 percent for M3  9 to 12 percent  This is for the 1985 ranges Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black No President Forrestal Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  And 8 to 11 percent  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black Yes President Forrestal Yes President Keehn Yes Governor Martin No Governor Partee Yes Governor Rice Yes Governor Seger No Governor Wallich Yes  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles No President Black No President Forrestal Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger No Governor Wallich Yes 
2957,1985-08-20,BERNARD, Six  There are 11 voting members  -45-    8/20/85  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black No President Forrestal Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger No Governor Wallich Yes 
2985,1985-10-01,BERNARD," Yes, this is the shortest interval of the year  Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black No President Forrestal Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  -35-    10/1/85 -36-  Dining Room F  END OF MEETING     "
3011,1985-11-04,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes President Balles Yes President Black Yes President Forrestal Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger No  No We're scheduled to be in Dining Room E at 100 pm 
3036,1985-12-16,BERNARD, Eight weeks  Chairman Volcker Yes Vice Chairman Corrigan Yes President Black No President Forrestal Yes President Guffey Yes President Keehn Yes Governor Martin Yes Governor Partee Yes Governor Rice Yes Governor Seger Yes 
3063,1986-02-11,BERNARD," Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Black Yes President Forrestal Yes Governor Johnson Yes President Keehn Yes Governor Martin Yes President Parry Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  Chairman Volcker Vice Chairman Corrigan Governor Angell President Black President Forrestal Governor Johnson President Keehn Governor Martin President Parry Governor Rice Governor Seger  Yes Yes Yes Yes Yes Yes Yes No Yes Yes If this precludes a discount rate cut, then I will vote No  [Continuing the roll call on the vote] Governor Wallich Yes "
3089,1986-04-01,BERNARD," Staff Director and Secretary, Stephen Axilrod Assistant Secretary, Normand Bernard Deputy Assistant Secretary, Nancy Steele General Counsel, Michael Bradfield Deputy General Counsel, James Oltman Economist, James Kichline Economist (International), Edwin Truman  Associate Economists from the Board Donald Kohn; David Lindsey; Michael Prell; and Charles Siegman  Associate Economists from the Reserve Banks Anatol Balbach, proposed by President Melzer; John Davis, proposed by President Horn; Richard Davis, proposed by President Corrigan; Thomas Davis, proposed by President Guffey; and Alicia Munnel, proposed by President Morris  May 20th--7 weeks  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Johnson Yes President Melzer Yes President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes "
3113,1986-05-20,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Johnson Yes President Melzer Yes President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich No    5/20/86 
3140,1986-07-08,BERNARD, Page 23  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Johnson Yes President Melzer Yes President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes  -54-    7/8-9/86  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Johnson Yes President Melzer Yes President Morris Yes Governor Rice Yes Governor Seger No Governor Wallich Yes  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Johnson Yes President Melzer No President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich Yes 
3165,1986-08-19,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes President Horn Yes Governor Heller Yes Governor Johnson Yes President Melzer No President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich No  Yes  END OF MEETING  -55-     
3191,1986-09-23,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes Governor Heller Yes President Horn Yes Governor Johnson Yes President Melzer Yes President Morris Yes Governor Rice Yes Governor Seger Yes Governor Wallich I'd be against it I have  this view of what we can do but it shouldn't be in this context 
3217,1986-11-05,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes Governor Heller Yes President Horn Yes Governor Johnson Yes President Morris Yes Governor Rice Yes Governor Seger Yes 
3266,1987-02-10,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes President Melzer No President Morris Yes Governor Seger Yes  -55-    2/10-11/87  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Guffey Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes President Melzer Yes President Morris Yes Governor Seger Yes 
3291,1987-03-31,BERNARD," Secretary and Staff Adviser, Donald Kohn Assistant Secretary, Normand Bernard Deputy Assistant Secretary, Rosemary Loney General Counsel, Michael Bradfield Deputy General Counsel, James Oltman Economist, James Kichline Economist, International, Edwin Truman  Associate Economists from the Board David Lindsey, Michael Prell, Charles Siegman, and Thomas Simpson  Associate Economists from the Federal Reserve Banks Peter Fousek, New York; Richard Lang, Philadelphia; Arthur Rolnick, Minneapolis; Harvey Rosenblum, Dallas; and Karl Scheld, Chicago  It brings us to the regular minutes  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Seger Yes President Stern Yes "
3315,1987-04-29,BERNARD," [Roll call of Reserve Banks expected to participate in the conference call] Thank you All of the Reserve Banks are on, Mr Chairman "
3326,1987-05-19,BERNARD, Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Seger No President Stern Yes 
3349,1987-07-07,BERNARD," Yes  Yes  -61-    7/7/87  Yes  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne * President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes  *--[Note Mr Boehne was out of the room at the time of this vote As indicated below, Mr Boehne voted 'yes' when he returned]  Can we pick up President Boehne on 1987?  President Boehne on the 1987 ranges?  For 1988 Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger No President Stern Yes  Chairman Volcker Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes "
3375,1987-08-18,BERNARD," In the operational paragraph, there's a problem that Mr Cross and Mr Truman pointed out on the factual portion of lines 24 to 26 The dollar, at least as of an hour ago, instead of having risen further, was unchanged I don't know what the latest figure is, so that needs to be changed to make it factually correct  About unchanged  ""In the implementation of policy for the immediate future, the Committee seeks to maintain the existing degree of pressure on reserve positions Somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable depending on indications of inflationary pressures, the strength of the business expansion, developments in foreign exchange markets, and the behavior of the aggregates This approach is expected to be consistent with growth in M2 and M3 over the period from June to September at an annual rate of around 5 percent Growth in M1, while picking up from recent levels, is expected to remain well below its pace during 1986 The Chairman may call for Committee consultation if it appears to the Manager for Domestic Operations that reserve conditions during the period before the next meeting are likely to be associated with a federal funds rate consistently outside a range of 4 to 8 percent  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes "
3401,1987-09-22,BERNARD, Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes  END OF MEETING  -42-     
3433,1987-11-03,BERNARD," That's our normal way to do it, yes  Yes  In the implementation of policy for the immediate future, the Committee seeks to maintain the degree of pressure on reserve positions sought in recent days The Committee recognizes that the volatile conditions in financial markets and uncertainties in the economic outlook may continue to call for a special degree of flexibility in open market operations depending, in particular, on demands for liquidity growing out of recent or prospective developments in financial markets Apart from such considerations, slightly lesser reserve restraint would--  --or slightly greater reserve restraint might be acceptable depending on the strength of the business expansion, indications of inflationary pressures, developments in foreign exchange markets, as well as the behavior of the monetary aggregates While the outlook for monetary growth over the months ahead is subject to unusual uncertainty, the contemplated reserve conditions are expected to be consistent with growth in M2 and M3 over the period from September through December at annual rates of about 6 to 7 percent, but more rapid growth is possible should preferences for liquidity be particularly strong Over the same period, growth in M1 is expected to be well above its average pace in the previous several months The Chairman may call for Committee consultation if it appears to the Manager for Domestic Operations that reserve conditions during the period before the next meeting are likely to be associated with a federal funds rate persistently outside a range of 4 to 8 percent  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes "
3458,1987-12-15,BERNARD, The existing--  Vice Chairman Corrigan  President Boehne In President Boykin In Governor Heller In Governor Johnson In President Keehn Out Governor Kelley In Governor Seger In President Stern In  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson No President Keehn Yes Governor Kelley Yes Governor Seger No President Stern Yes 
3484,1988-01-05,BERNARD, Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger No President Stern Yes  February 9 and 10  We will reproduce the operational paragraph and show the vote 
3495,1988-02-09,BERNARD," ""The Federal Open Market Committee seeks monetary and financial conditions that will foster reasonable price stability over time, promote growth in output on a sustainable basis, and contribute to an improved pattern of international transactions In furtherance of these objectives, the Committee at this meeting established growth ranges of 4 to 8 percent for both M2 and M3, measured from the fourth quarter of 1987 to the fourth quarter of 1988"" Then we need something for debt ""The monitoring range for growth in total domestic nonfinancial debt was set at _ to _ percent for the year""  So, nonfinancial debt is set at 7 to 11 percent for the year And then moving on to M1, for which I gather we have no range, the language there would be ""With respect to M1 the Committee again decided not to establish a specific target for 1988 The behavior of this aggregate in relation to economic activity and prices has become very sensitive to changes in interest rates, among other factors, as evidenced by sharp swings in its velocity in recent years Consequently, the appropriateness of changes in M1 this year will continue to be evaluated in the light of the behavior of its velocity, developments in the economy and financial markets, and the nature of emerging price pressures""  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes  Yes, I think so ""In the implementation of policy for the immediate future, the Committee seeks to maintain the slightly reduced degree of pressure on reserve positions sought in recent days"" And then I'm not sure about the next sentence--whether or not that stays in  ""The Committee agrees that the current more normal approach to open market operations remains appropriate""  Current--  ""The Committee agrees that the current more normal approach to open market operations remains appropriate; still sensitive conditions in financial markets and uncertainties in the economic outlook may continue to call for some flexibility in operations""  ""Taking account of conditions in financial markets, somewhat lesser reserve restraint or somewhat greater reserve restraint would be acceptable depending on the strength of the business expansion, indications of inflationary pressures, developments in foreign exchange markets, as well as the behavior of the monetary aggregates The contemplated reserve conditions are expected to be consistent with growth in both M2 and M3 over the period from November through March at annual rates of 6 to 7 percent Over the same period, growth in M1 is expected to remain relatively limited The Chairman may call for Committee consultation if it appears to the Manager for Domestic Operations that reserve conditions during the period before the next meeting are likely to be associated with a federal funds rate persistently outside a range of""--we had 4 to 8 percent  A range of 4 to 8 percent  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Boehne Yes President Boykin Yes Governor Heller Yes Governor Johnson Yes President Keehn Yes Governor Kelley Yes Governor Seger Yes President Stern Yes "
3520,1988-03-29,BERNARD," Secretary and Economist, Donald L Kohn Assistant Secretary, Normand Bernard Deputy Assistant Secretary, Rosemary Loney General Counsel, Michael Bradfield Deputy General Counsel, Ernest Patrikis Economist, Michael J Prell Economist, Edwin M Truman    3/29/88  Associate Economists from the Board David Lindsey; Charles Seigman; Thomas Simpson; and Lawrence Slifman  Associate Economists from the Federal Reserve Banks J Alfred Broaddus, proposed by President Black; Jack Beebe, proposed by President Parry; John Davis, proposed by President Hoskins; Richard Davis, proposed by President Corrigan; and Sheila Tschinkel, proposed by President Forrestal  It involves just a very minor updating since there is no longer a staff director As noted in the memorandum dated March 23, the new language for page 2, Section A3 would read Upon adoption, distribution of and access to the directives would be limited to Committee members, nonvoting Presidents, staff officials involved with the daily morning ""call"" from the Open Market Desk, the Secretariat, and the two Managers (or their substitutes)  Yes  -26-    3/29/88  In the last year or two, yes; but before that, it was the other way "
3546,1988-05-17,BERNARD," Vice Chairman Corrigan Out  -10-    5/17/88  The Committee agrees that the current more normal approach to open market operations remains appropriate; still sensitive conditions in financial markets and uncertainties in the economic outlook may continue to call for some flexibility in operations  Governor Angell Out President Forrestal Out Governor Heller Out President Hoskins Out Governor Johnson In Governor Kelley Out President Parry Out Governor Seger In  Do you want me to try to read this?  I'll give it a try Unless maybe it would be better--  Okay $100 million now versus $100 million in two weeks  Chairman Greenspan Vice Chairman Corrigan  Governor Angell President Black  President Forrestal Governor Heller President Hoskins  Two weeks Now, but I could live with two weeks Two weeks Now, but I can also live with two weeks Two weeks Two weeks Now, but $100 million is not enough  Governor Johnson Governor Kelley President Parry Governor Seger  Two weeks Two weeks Now Two weeks  Mr Kohn just suggested one additional word at the start In the initial implementation of policy, the Committee seeks to maintain the existing degree of pressure on reserve positions Taking account of conditions in financial markets, the strength of the business expansion, indications of inflationary pressures, developments in foreign exchange markets, as well as the behavior of the monetary aggregates, the Committee expects that a slight increase in the degree of pressure on reserve positions would be appropriate in the weeks ahead Depending on further developments in these factors somewhat greater reserve restraint would be acceptable or slightly lesser reserve restraint might be acceptable in the--  Later weeks of the period?  Later in the intermeeting period And then I guess we need some numbers on the monetary aggregates The contemplated reserve conditions are expected to be consistent with growth in M2 and M3 over the period from March through June at annual rates of--  March through June at annual rates of about 6 to 7 percent  That's the usual way it has been done  -16-    5/17/88  And the funds range?  Yes, it would start ""in the initial implementation of policy""  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Black Yes President Forrestal Yes Governor Heller Yes President Hoskins No Governor Johnson Yes Governor Kelley Yes President Parry No Governor Seger Yes "
3568,1988-06-29,BERNARD," Preliminary ranges  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Black Yes President Forrestal Yes Governor Heller Yes President Hoskins Yes Governor Johnson Yes Governor Kelley Yes President Parry Yes Governor Seger Yes  Chairman Greenspan Yes Vice Chairman Corrigan Yes Governor Angell Yes President Black Yes President Forrestal Yes Governor Heller Yes President Hoskins Yes Governor Johnson Yes Governor Kelley Yes President Parry Yes Governor Seger No, reluctantly  The previous sentence that comes right before this has to do with debt The way it was drafted was ""The Committee provisionally set the associated monitoring range for growth in total domestic nonfinancial debt""--  SPEAKER(?) Take that one out  The paragraph for 1989 with the alternative III ranges--it's at the bottom of page 18 in the Bluebook or, if you're looking at the other document, it would be page 3, lines 56 to 60-- would read as follows ""For 1989, the Committee agreed on tentative ranges for monetary growth measured from the fourth quarter of 1988 to the fourth quarter of 1989 of 3 to 7 percent for M2 and 3-1/2 to 7-1/2 percent for M3 The Committee set the associated monitoring range for growth in total domestic nonfinancial debt at 6-1/2 to 10-1/2 percent It was understood that all these ranges were provisional and that they would be reviewed in early 1989 in the light of intervening developments""  There's another paragraph on M1 It reads ""With respect to M1, the Committee reaffirmed its decision in February not to establish a specific target for 1988 and also decided not to set a tentative range for 1989 The behavior of this aggregate in relation to economic activity and prices will continue to be evaluated in the light of the behavior of its velocity, developments in the economy and financial markets, and the nature of emerging price pressures""  -47-    6/29-30/88  It would read, ""In the implementation of policy for the immediate future, the Committee seeks to increase slightly the existing degree of pressure on reserve positions Taking account of"" --inflation first?  ""Taking account of indications of inflationary pressures, the strength of the business expansion, developments in foreign exchange and domestic financial markets, and the behavior of the monetary aggregates, somewhat greater reserve restraint would or slightly lesser reserve restraint might be acceptable in the intermeeting period The contemplated reserve conditions are expected to be consistent with growth of M2 and M3 over the period from June through September at annual rates of about""--someone suggested 5 but  -62-    6/29-30/88  ""B"" is 5-1/2--""about 5-1/2 percent and 7 percent, respectively The Chairman may call for Committee consultation if it appears to the Manager for Domestic Operations that reserve conditions during the period before the next meeting are likely to be associated with a federal funds rate persistently outside a range of 5 to 9 percent""  Chairman Greenspan Vice Chairman Corrigan Governor Angell President Black President Forrestal Governor Heller President Hoskins Governor Johnson Governor Kelley President Parry Governor Seger  Yes Yes No Yes Yes Yes Yes, reluctantly Yes No Yes No "
