meeting_date,article_date,headline,content,link
2004-03-16 00:00:00,2004-03-17 00:00:00,Fed Statement About Rates,"Following is the text of a statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to leave interest rates unchanged:The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent.The committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace. Although job losses have slowed, new hiring has lagged. Increases in core consumer prices are muted and expected to remain low.The committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. The probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. With inflation quite low and resource use slack, the committee believes that it can be patient in removing its policy accommodation.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, chairman; Timothy F. Geithner, vice chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on March 17, 2004, on Page C00002 of the National edition with the headline: Fed Statement About Rates.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2004/03/17/business/fed-statement-about-rates.html?searchResultPosition=1
2004-03-16 00:00:00,2004-03-17 00:00:00,"Citing Low Hiring, Fed Leaves Rates Alone","The Federal Reserve left short-term interest rates unchanged at 1 percent on Tuesday, noting that ''hiring has lagged'' and suggesting that it had become more concerned about the weak job market.The decision to leave interest rates unchanged had been widely expected by analysts and investors, and it reinforced expectations that the Fed would refrain from raising rates until much later this year or perhaps next year.Treasury bonds rose in value and yields declined after the decision was announced. Stocks, which had traded higher before the announcement, initially gave up their gains before rebounding. [Page C9.]Since the summer, the Federal Reserve has kept the federal funds rate, the rate on overnight loans between banks, at its lowest level in 46 years.
Advertisement
Continue reading the main story
Alan Greenspan, the Fed chairman, has warned that interest rates are too low to be sustainable indefinitely. At its last meeting on Jan. 28, the Fed's policy committee retreated from an open-ended commitment to keep rates low for ''a considerable period.'' Continue reading the main story",http://www.nytimes.com/2004/03/17/business/citing-low-hiring-fed-leaves-rates-alone.html?searchResultPosition=2
2008-01-30 00:00:00,2008-01-31 00:00:00,Text of Federal Reserve Statement,"Following is the text of a statement released by the Federal Reserve on Wednesday after the Fed’s monetary policy panel, the Federal Open Market Committee, decided to lower interest rates by half  a percentage point: The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points, to 3 percent.Financial markets remain under considerable stress, and credit has tightened further for some businesses and households. Moreover, recent information indicates a deepening of the housing contraction as well as some softening in labor markets.The committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully.Today’s policy action, combined with those taken earlier, should help to promote moderate growth over time and to mitigate the risks to economic activity. However, downside risks to growth remain. The committee will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks.Voting for the F.O.M.C. monetary policy action were: Ben S. Bernanke, chairman; Timothy F. Geithner, vice chairman; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh. Voting against was Richard W. Fisher, who preferred no change in the target for the federal funds rate at this meeting.In a related action, the board of governors unanimously approved a 50-basis-point decrease in the discount rate, to 3.5 percent. In taking this action, the board approved the requests submitted by the boards of directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Kansas City and San Francisco.
A version of this article appears in print on , on Page A18 of the New York edition with the headline: Text of Federal Reserve Statement.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2008/01/31/business/31text.html?searchResultPosition=1
2008-01-30 00:00:00,2008-01-31 00:00:00,U.S. Federal Reserve cuts key rate,"WASHINGTON — The Federal Reserve cut short-term interest rates on Wednesday for the second time in eight days, meeting Wall Street hopes for cheaper money. At the same time, the Senate continued work on a $161 billion plan to prop up Main Street with tax rebates and temporary tax cuts.In lowering its benchmark federal funds rate by half a percentage point, to 3 percent, the central bank signaled that it was ready to err on the side of boldness in fending off a possible recession. It also left open the possibility of additional rate cuts in the months ahead.The Fed's move was part of a one-two punch by Washington aimed at jolting the economy with easier credit and extra money. Senate Democrats advanced a fiscal stimulus bill that could inject $161 billion into the economy this year through tax rebates for individuals and tax breaks for businesses.If anyone needed more evidence that the economy is stumbling, it came just hours before the Fed announced its decision. The Commerce Department reported that the economy went into a stall in the last quarter of 2007, estimating that growth slowed to an annual rate of 0.6 percent, from 4.9 percent in the third quarter.
Advertisement
Continue reading the main story
Despite some disagreement, all of the major power centers in Washington — the White House, Congress and the Federal Reserve — are in broad agreement about the need to bolster the economy with both fiscal and monetary policy. Continue reading the main story",http://www.nytimes.com/2008/01/31/business/worldbusiness/31iht-31econ.9632816.html?searchResultPosition=2
2008-01-30 00:00:00,2008-01-31 00:00:00,Fed Cuts Key Rate as Stimulus Plan Advances,"WASHINGTON — The Federal Reserve cut short-term interest rates on Wednesday for the second time in eight days, meeting Wall Street hopes for cheaper money. At the same time,  the Senate pushed ahead on a $161 billion plan to prop up Main Street with tax rebates and temporary tax cuts.In lowering its benchmark federal funds rate by half a percentage point, to 3 percent, the central bank signaled that it was ready to err on the side of boldness in fending off a possible recession. It also left open the possibility of additional rate cuts.The Fed’s move was part of a one-two punch by Washington aimed at jolting the economy with easier credit and extra money. Senate Democrats advanced a fiscal stimulus bill that could inject $161 billion into the economy this year through tax rebates for individuals and tax breaks for businesses.If anyone needed more evidence that the economy is stumbling, it came just hours before the Fed announced its decision. The Commerce Department reported that the economy went into a stall in the last quarter of 2007, estimating that growth slowed to an annual rate of 0.6 percent, from 4.9 percent in the third quarter.
Advertisement
Continue reading the main story
Despite some disagreement, all  the major power centers in Washington — the White House, Congress and the Federal Reserve —  agree about the need to bolster the economy with both fiscal and monetary policy. Continue reading the main story",http://www.nytimes.com/2008/01/31/business/31econ.html?searchResultPosition=3
2008-01-30 00:00:00,2008-01-31 00:00:00,Democratic Debate in Los Angeles,"The following is a transcript of the Democratic debate in Los Angeles, as provided by Federal News Service.PARTICIPANTS: SENATOR HILLARY  CLINTONSENATOR BARACK OBAMA  MODERATORS: WOLF BLITZER, CNN  ANCHORDOYLE MCMANUS, WASHINGTON BUREAU CHIEF, LOS ANGELES TIMESJEANNE CUMMINGS, SENIOR CORRESPONDENT, POLITICO.COMLOCATION: KODAK THEATRE, LOS  ANGELES, CALIFORNIAMR. BLITZER:  And this time we're giving them, by the way, 90 seconds right now to say whatever they want in opening statements.  So     let's begin with Senator Obama.SEN. OBAMA:  (Cheers, applause.)  Well, thank you, Wolf.  Thank      you.  Thank you.First of all -- first of all, I want to acknowledge a candidate        who left the race this week, John Edwards, who did such an outstanding       job -- (applause) -- elevating the issues of poverty and the plight of       working families all across the country, and we wish him and Elizabeth  well.  He's going to be a voice for this party and for this country       for many years to come.
Advertisement
Continue reading the main story
I also want to note something that you noted at the beginning, which is that when we started off, we had eight candidates on this stage.  We now are down to two, after 17 debates.  And, you know, it is a testimony to the Democratic Party and it is a testimony to this country that we have the opportunity to make history, because I think one of us two will end up being the next president of the United States of America.  (Cheers, applause.) Continue reading the main story",http://www.nytimes.com/2008/01/31/us/politics/31text-debate.html?searchResultPosition=4
1992-10-06 00:00:00,1992-10-07 00:00:00,CREDIT MARKETS; Bonds Off As the Fed Fails to Act,"View page in TimesMachine
 October 7, 1992, Page 00001Buy Reprints The New York Times Archives
Frustrated in their hopes that the Federal Reserve would cut interest rates yesterday, money managers dumped many of the bonds they had piled up in the last week. Some had counted on selling their hoards to investors fleeing the stock market, but a calm day there created no appetite for bonds.The sharp selloff reflected some traders' beliefs that Fed policy makers, who met yesterday, might not lower their rates as soon, or as much, as had been expected.The Fed has already cut its discount rate, which it charges for loans to banks, seven times in less than two years, leaving it at 3 percent, about the same low level as inflation. Few Moves Left""They only have a couple easing moves left,"" said Joseph Liro, chief economist at S. G. Warburg & Company. ""They are going to have to be very careful about how they use that ammunition.""
Advertisement
Continue reading the main story
In late trading, the 30-year Treasury bond was off 25/32 , almost $8 for each $1,000 of face value, to 983/32 . The yield climbed to 7.40 percent, from 7.34 percent Monday. Continue reading the main story",http://www.nytimes.com/1992/10/07/business/credit-markets-bonds-off-as-the-fed-fails-to-act.html?searchResultPosition=1
1992-10-06 00:00:00,1992-10-07 00:00:00,World Stock Prices Stabilize; Dow Off 0.81,"View page in TimesMachine
 October 7, 1992, Page 00006Buy Reprints The New York Times Archives
The world's major stock markets stabilized yesterday following Monday's sharp gyrations.Prices on European exchanges recovered some but not all the big losses of a day earlier, inspired in part by the impressive recovery on the New York Stock Exchange Monday afternoon. Analysts said a renewed hope that the Bundesbank might cut interest rates also helped shore up prices.The key index on the London Stock Exchange rose 1.72 percent and the Paris exchange's most closely watched index rose 0.09 percent. The key German stock index, however, lost 0.29 percent.Meanwhile, stocks in the United States were little changed in active trading. On the New York Stock Exchange, the Dow Jones industrial average fell by 0.81, to 3,178.19, on volume of 203.5 million shares.  Broader GainsBroader-based market averages did somewhat better, and gainers outnumbered stocks that lost value by a ratio of 10 to 7.
Advertisement
Continue reading the main story
The Standard & Poor's 500 index dipped by 0.39, to 407.18, but the Russell 2000 index rose by 1.32, to 187.82. Continue reading the main story",http://www.nytimes.com/1992/10/07/business/world-stock-prices-stabilize-dow-off-0.81.html?searchResultPosition=2
2005-05-03 00:00:00,2005-05-04 00:00:00,The Statement From the Fed,"Following is the text of a revised statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to raise its benchmark interest rates a quarter-point:The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3 percent.The committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Recent data suggest that the solid pace of spending growth has slowed somewhat, partly in response to the earlier increases in energy prices.Labor market conditions, however, apparently continue to improve gradually. Pressures on inflation have picked up in recent months and pricing power is more evident. Longer-term inflation expectations remain well contained.The committee perceives that with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the committee believes that policy accommodation can be removed at a pace that is likely to be measured.
Advertisement
Continue reading the main story
Nonetheless, the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the F.O.M.C. monetary policy action were Alan Greenspan, chairman; Timothy F. Geithner, vice chairman; Susan S. Bies; Roger W. Ferguson Jr.; Richard W. Fisher; Edward M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern. Continue reading the main story",http://www.nytimes.com/2005/05/04/business/the-statement-from-the-fed.html?searchResultPosition=1
1999-12-21 00:00:00,1999-12-22 00:00:00,Central Bank's Statement,"Following is the text of the statement by the Federal Open Market Committee, the Federal Reserve's monetary policy panel, after its decision yesterday to leave interest rates unchanged:The Federal Open Market Committee made no change today in its target for the federal funds rate.Based on the available evidence, however, the committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the remarkable rise in productivity growth. Such trends could foster inflationary imbalances that would undermine the economy's exemplary performance.Nonetheless, in light of market uncertainties associated with the century date change, the committee decided to adopt a symmetric directive in order to indicate that the focus of policy in the intermeeting period must be ensuring a smooth transition into the year 2000. At its next meeting the committee will assess available information on the likely balance of supply and demand, conditions in financial markets, and the possible need for adjustment in the stance of policy to contain inflationary pressures.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on December 22, 1999, on Page C00008 of the National edition with the headline: Central Bank's Statement.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/1999/12/22/business/central-bank-s-statement.html?searchResultPosition=1
1994-03-22 00:00:00,1994-03-23 00:00:00,CREDIT MARKETS; Interest Rates Tumble After Fed Acts Again,"View page in TimesMachine
 March 23, 1994, Page 00014Buy Reprints The New York Times Archives
Interest rates plunged sharply yesterday, after the Federal Reserve broke precedent for the second time in two months and announced its intention to raise short-term interest rates.In a short statement released in the afternoon, the Fed's chairman, Alan Greenspan, said the Federal Open Market Committee -- the central bank's policy-setting arm -- had ""decided to increase slightly the degree of pressure on reserve positions."" He added, ""This action is expected to be associated with a small increase in short-term interest rates.""Within minutes of the statement, bond prices rose a half-point on the long end, with rates on shorter-maturity bills dropping sharply. The 30-year bond's yield -- which moves in the opposite direction of its price -- fell as low as 6.83 percent and by late in the day the price was up 110/32 , to 92 18/32 , for a yield of 6.84 percent. The drop of 11 basis points was the largest one-day yield decline in two and a half months. A basis point is one-hundredth of a percentage point. Rally in Short-Term BillsShort-term bills also rallied strongly, with the rate on three- and six-month bills down 11 basis points as well, to 3.50 percent and 3.79 percent, respectively.
Advertisement
Continue reading the main story
The closely followed 10-year note also rallied, dropping its yield to 6.42 percent, from 6.55 percent on Monday. Continue reading the main story",http://www.nytimes.com/1994/03/23/business/credit-markets-interest-rates-tumble-after-fed-acts-again.html?searchResultPosition=1
2006-01-31 00:00:00,2006-02-01 00:00:00,Text of the Fed's Statement on Interest Rates,"Following is the text of a statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to raise its benchmark interest rates a quarter-point:The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 41/2 percent.Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures.The committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the committee will respond to changes in economic prospects as needed to foster these objectives.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, chairman; Timothy F. Geithner, vice chairman; Susan S. Bies; Roger W. Ferguson Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen.In a related action, the board of governors unanimously approved a 25-basis-point increase in the discount rate to 51/2 percent. In taking this action, the board approved the requests submitted by the boards of directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas and San Francisco.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on February 1, 2006, on Page C00004 of the National edition with the headline: Text of the Fed's Statement on Interest Rates.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2006/02/01/business/text-of-the-feds-statement-on-interest-rates.html?searchResultPosition=1
2006-01-31 00:00:00,2006-02-01 00:00:00,Text of the Fed's Statement on Interest Rates,"Following is the text of a statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to raise its benchmark interest rates a quarter-point:The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 41/2 percent.Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures.The committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the committee will respond to changes in economic prospects as needed to foster these objectives.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, chairman; Timothy F. Geithner, vice chairman; Susan S. Bies; Roger W. Ferguson Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen.In a related action, the board of governors unanimously approved a 25-basis-point increase in the discount rate to 51/2 percent. In taking this action, the board approved the requests submitted by the boards of directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas and San Francisco. Continue reading the main story",http://www.nytimes.com/2006/02/01/business/01ftext.html?searchResultPosition=2
2006-01-31 00:00:00,2006-02-01 00:00:00,"Exit Greenspan, Amid Questions on Economy","WASHINGTON, Jan. 31 — Stepping down on Tuesday after 18 years as steward of the nation's economy, Alan Greenspan left his successor a wide berth to set his own policy but some major uncertainties about the future.Acting with almost choreographic precision, Mr. Greenspan wrapped up his last big initiative as chairman of the Federal Reserve less than an hour before the Senate confirmed Ben S. Bernanke as his successor.On his last day at the Fed, Mr. Greenspan pushed through one more small increase in short-term interest rates, to 4.50 percent, and signaled that the current series of rate rises was nearing an end.That gave Mr. Bernanke, a highly respected monetary economist who is to be sworn in on Wednesday, considerable freedom to make his own mark on an economy that performed much better during most of the Greenspan era than many experts thought possible when he took over at the Fed in 1987.
Advertisement
Continue reading the main story
But the handoff also meant that Mr. Bernanke would face murkier choices at a time of substantial risks that increase the  chances for serious missteps. Continue reading the main story",http://www.nytimes.com/2006/02/01/business/01fed.html?searchResultPosition=3
2006-01-31 00:00:00,2006-02-01 00:00:00,"Exit Greenspan, Amid Questions on Economy","WASHINGTON, Jan. 31 - Stepping down on Tuesday after 18 years as steward of the nation's economy, Alan Greenspan left his successor a wide berth to set his own policy but some major uncertainties about the future.Acting with almost choreographic precision, Mr. Greenspan wrapped up his last big initiative as chairman of the Federal Reserve less than an hour before the Senate confirmed Ben S. Bernanke as his successor.On his last day at the Fed, Mr. Greenspan pushed through one more small increase in short-term interest rates, to 4.50 percent, and signaled that the current series of rate rises was nearing an end.That gave Mr. Bernanke, a highly respected monetary economist who is to be sworn in on Wednesday, considerable freedom to make his own mark on an economy that performed much better during most of the Greenspan era than many experts thought possible when he took over at the Fed in 1987.
Advertisement
Continue reading the main story
But the handoff also meant that Mr. Bernanke would face murkier choices at a time of substantial risks that increase the chances for serious missteps. Continue reading the main story",http://www.nytimes.com/2006/02/01/business/exit-greenspan-amid-questions-on-economy.html?searchResultPosition=4
2006-01-31 00:00:00,2006-02-01 00:00:00,"As Greenspan leaves Fed, uncertainties loom for Bernanke","WASHINGTON — Stepping down after 18 years as steward of the U.S. economy, Alan Greenspan left his successor a wide berth to set his own policy but also some major uncertainties about the future.Acting with almost choreographic precision, Greenspan on Tuesday wrapped up his last big initiative as chairman of the U.S. Federal Reserve less than an hour before the Senate confirmed Ben Bernanke as his successor.On his last day at the Fed, Greenspan, 79, pushed through one more small increase in short-term interest rates, to 4.5 percent, and signaled that the current series of rate rises was nearing an end.That gave Bernanke, a highly respected monetary economist who was to be sworn in on Wednesday, considerable freedom to make his own mark on an economy that performed much better during most of the Greenspan era than many experts thought possible when he took over at the Fed in 1987.
Advertisement
Continue reading the main story
But the handoff also meant that Bernanke would face murkier choices at a time of substantial risks that increase the chances for serious missteps. Continue reading the main story",http://www.nytimes.com/2006/02/01/business/worldbusiness/01iht-FED.html?searchResultPosition=5
1996-11-13 00:00:00,1996-11-14 00:00:00,Government Bond Prices Hold Steady,"Government bond prices were little changed yesterday, despite relief that the Federal Open Market Committee left interest rates unchanged.The benchmark 30-year bond was off 3/32, to a price of 100 23/32, for a yield of 6.45 percent. The yield, which moves in the opposite direction of the price, was up from 6.44 percent on Tuesday. Prices of some securities with shorter maturities rose slightly.Prices generally fell in early trading, despite a favorable report on producer prices for October, which would normally help the bond market. That hesitation, before today's report on consumer prices and retail sales, left many market participants wondering what it would take for bond prices to continue their recent move higher. Yields have been at their lowest levels since March.The October Producer Price Index showed that the core rate, which excludes volatile food and energy prices, down three-tenths of 1 percent, after analysts expected it to be up. The overall index was up four-tenths of 1 percent, more than expected. Traders said the market nevertheless elected to focus on the core inflation rate instead.
Advertisement
Continue reading the main story
Jack Ablin, director of fixed-income activities and senior fund manager at the Private Bank of the Bank of Boston, said he thought that traders saw the higher energy prices as a sign of inflation. Still, he said, companies might have to absorb those higher prices, rather than passing them on to customers, thus helping keep consumer prices stable. ''While oil prices are indeed higher,'' he said, ''we see it more as a tax than an inflation factor.'' Continue reading the main story",http://www.nytimes.com/1996/11/14/business/government-bond-prices-hold-steady.html?searchResultPosition=1
1996-11-13 00:00:00,1996-11-14 00:00:00,Interest Rates Not Changed By Fed Panel,"The Federal Reserve voted to keep interest rates unchanged today, as the Government's report on producer prices provided the latest evidence that inflation remained quiescent despite a surge last month in food and energy costs.With both the Fed and financial markets scrutinizing data for signs that inflation may be infecting the economy, the Labor Department's Producer Price Index showed that prices at the producer level actually fell by three-tenths of 1 percent last month when food and energy, which are notoriously volatile, were excluded. The decline in the so-called core component, while driven in part by technical factors, was the steepest in two years.Including food and energy, the index told a very different story: a rise in producer prices for finished goods of four-tenths of 1 percent, the biggest increase since March. But food prices are already showing signs of leveling off after surging in recent months, and the outlook is for energy prices to continue increasing but at a more moderate pace. Producer prices are the prices that manufacturers and farmers charge for the products they sell to retailers, distributors or other buyers.Indeed, the markets, many economists and presumably the Fed concentrated on the decline in the core rate to conclude that despite steady growth and low unemployment in the sixth year since the end of the last recession, the economy is showing no sustained signs of slipping into the kind of upward wage-price spiral that typically derails expansions.
Advertisement
Continue reading the main story
''Those folks who are ever vigilant against inflation could certainly point to the 0.4 percent increase in the overall number, and those who think inflation is benign are going to seize on the 0.3 percent drop in the core,'' said Veronika White, an economist at the First Union Corporation in Philadelphia. ''The truth lies somewhere in the middle. It's a benign environment, but I don't think inflation is falling.'' Continue reading the main story",http://www.nytimes.com/1996/11/14/business/interest-rates-not-changed-by-fed-panel.html?searchResultPosition=2
1993-12-21 00:00:00,1993-12-22 00:00:00,Stocks Subdued on Interest Rate Concerns,"View page in TimesMachine
 December 22, 1993, Page 00006Buy Reprints The New York Times Archives
Stocks traded lower yesterday as investors grew cautious awaiting a sign from the Federal Reserve on the direction of interest rates.With concern rising that the recovering economy will force the Fed to raise short-term interest rates to counteract a possible upturn in inflation, the meeting yesterday of the Open Market Committee, which sets the central bank's monetary policy, was a focus of attention.Other factors putting a drag onprices were the weakness in overseas markets and declines in the stocks of Paramount Communications Inc. and QVC Network Inc. after the latest twist in the takeover battle for Paramount.John H. Shaughnessy, senior vice president and director of research for Advest Inc., said he saw no significant trend in the market yesterday.
Advertisement
Continue reading the main story
""It was pretty much lackluster, with no economic news and nothing happening in the bond market,"" he said. Continue reading the main story",http://www.nytimes.com/1993/12/22/business/stocks-subdued-on-interest-rate-concerns.html?searchResultPosition=1
1996-03-26 00:00:00,1996-03-27 00:00:00,Greenspan Cites Growing Economy : Fed Keeps U.S. Rates Unchanged,"Alan Greenspan, chairman of the Federal Reserve Board, joined two nominees for the central bank Tuesday in declaring before Congress that the U.S. economy is healthy.Mr. Greenspan came directly from a Fed meeting that left interest rates unchanged.The Senate Banking Committee held hearings on Mr. Greenspan's renomination as chairman and on the nomination of Alice M. Rivlin as vice chairman and Laurence H. Meyer as a board member after the central bank's policy-setting Federal Open Market Committee met.The committee met for less than three hours and adjourned without announcing any action or issuing a formal statement. This had been widely expected after conflicting statistics earlier this year were followed by a surge in employment, indicating that the Fed did not need to take action to spur the economy.Financial markets barely budged. The yield of 30-year Treasury bonds closed unchanged at 6.58 percent as the price held at 92 15/32. The Dow Jones industrial index closed with a gain of 26.74 points, at 5,670.60.
Advertisement
Continue reading the main story
Senators indicated that all Fed three nominees would be speedily confirmed. The nominees were asked about prospects for the economy and all three replied positively. Continue reading the main story",http://www.nytimes.com/1996/03/27/business/worldbusiness/IHT-greenspan-cites-growing-economy-fed-keeps-us-rates.html?searchResultPosition=1
1996-03-26 00:00:00,1996-03-27 00:00:00,Oil and Technology Stocks Lead Modest Rise in Market,"The stock market rose broadly yesterday, helped by a recovery in technology issues and a surge in oil shares.The gains came on a day when Federal Reserve policy makers left short-term interest rates unchanged, as expected.The Federal Open Market Committee came through exactly as expected,"" said Robert H. Stovall, president of Stovall/21st Advisers. ""It was a day of marking  time.""The Dow Jones industrial average increased 26.74 points, to 5,670.60. The advance was led by I.B.M., which gained 2, to 110 3/4, after falling 5 1/2 on Monday. Increases in the shares of Exxon, Chevron and other oil companies also drove the Dow, as investors bet that a recent rise in the price of crude oil would lift the companies' earnings.
Advertisement
Continue reading the main story
Among the broader market gauges, the Standard & Poor's index of 500 stocks advanced 2.93 points, to 652.97, and the Nasdaq composite index gained 1.26 points, to 1,088.35. Continue reading the main story",http://www.nytimes.com/1996/03/27/business/oil-and-technology-stocks-lead-modest-rise-in-market.html?searchResultPosition=2
2007-03-21 00:00:00,2007-03-22 00:00:00,Fed Weighs Words About Its Next Move,"WASHINGTON, March 21 — The Federal Reserve, implicitly acknowledging hints of trouble in the economy,  edged away Wednesday from previous signals that its next move on interest rates would be up.To no one’s surprise, the central bank left the overnight Federal funds rate at 5.25 percent, a level unchanged since last June.But for the first time since it stopped raising rates, the Fed omitted a signal of its bias toward raising rates rather than lowering them.  Investors reacted with relief, only three weeks after global stock markets were embroiled in turmoil.The Dow Jones industrial average jumped 159 points, or  1.3 percent, within minutes of the Fed announcement and stayed at the level, erasing nearly all of its losses for the year so far. Bond prices jumped and bond yields declined on hopes of lower interest rates.
Advertisement
Continue reading the main story
But the reaction may have been overly exuberant. Even as the Fed hinted at a more open mind about future rate increases, it seemed bent on discouraging hopes of cheaper money anytime soon. Indeed, it injected a new note of urgency about rising prices, calling them the “predominant” concern and expressing worry that inflation might prove more intractable than policy makers thought. Continue reading the main story",http://www.nytimes.com/2007/03/22/business/22fed.html?searchResultPosition=1
2007-03-21 00:00:00,2007-03-22 00:00:00,Text of the Fed’s Statement,"Following is the text of a statement released by the Federal Reserve yesterday after the Fed’s monetary policy panel, the Federal Open Market Committee, decided to leave interest rates unchanged.The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5 ¼ percent.Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters.Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures.In these circumstances, the committee’s predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.Voting for the F.O.M.C. monetary policy action were Ben S. Bernanke, chairman; Timothy F. Geithner, vice chairman; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole and Kevin M. Warsh.
A version of this article appears in print on , on Page C9 of the New York edition with the headline: Text of the Fed’s Statement.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2007/03/22/business/22text.html?searchResultPosition=2
2007-03-21 00:00:00,2007-03-22 00:00:00,Fed leaves rate unchanged but weighs its words,"WASHINGTON — The Federal Reserve Board, implicitly acknowledging hints of trouble in the economy, has edged away from previous signals that its next move on interest rates will be up.The central bank Wednesday left the overnight federal funds rate at 5.25 percent, where it has been since last June. But for the first time since it stopped raising rates, the Fed did not hint that it was still more likely to raise rates further than to reduce them.Investors reacted with relief. The Dow Jones industrial average jumped 159 points, or 1.3 percent, within minutes of the Fed announcement and stayed around that level, erasing nearly all of its loss for the year to date. Bond prices jumped and bond yields declined on hopes of lower interest rates.But the reaction may have been overly exuberant. Even as the Fed hinted at a more open mind about the future direction of rates, it seemed bent on discouraging hopes of cheaper money in the near future. Instead, it injected a new note of urgency about rising prices, calling them the ""predominant"" concern and expressing worry that inflation might prove more intractable than policy makers had thought.
Advertisement
Continue reading the main story
In the past, the Fed has said that ""additional firming"" — meaning rate increases — would be decided on the basis of the evolving economic outlook. Continue reading the main story",http://www.nytimes.com/2007/03/22/business/worldbusiness/22iht-usecon.4991366.html?searchResultPosition=3
