,Date,Speaker,content
2459,1983-05-24,HORN," I want to start with M2 M2 is growing quite in line with a number of our expectations and with my expectations, and if it is growing a bit slowly, I think that has to do with the precautionary components [unintelligible] So the signal that I read from M2 is a fairly good one for staying on the current course However, I do read Ml, although I can't explain why it is doing what it is, as giving a signal [It influences] the direction of my uncertainties in dealing with policy matters so, because of the signal we might be getting from Ml, I would like to see a little tightening up from the current position I suppose, although I am not willing to argue over $50 million, that takes me from $250 to $300 million [on borrowing] But the point I want to make is more that that is the direction in which I think we should be erring because of what Ml might be telling us  At least there's a focus on Ml "
2495,1983-07-12,HORN," I favor rebasing, not only because I think it indicates some additional emphasis on Ml, but also because it seems to me to indicate the Committee's recognition of what we've learned about velocity It may or may not be the start of a rehabilitation of Ml in that we say we do look at Ml; we do take it seriously, but we make corrections for velocity from time to time until we're a little more sure of our velocity forecast  We might know it ex post but at least it would only be 4 months ex post, not a half year or a year ex post So, it's shortening the period of uncertainty  We'll be fascinated by everything they have to say!  SPEAKER(?) Make it short "
2523,1983-08-23,HORN," It comes down in part to whether we trust ourselves to deal with the problem you raise when it happens, doesn't it, John? "
2551,1983-10-04,HORN," We in Cleveland agree for the most part with the staff's forecast To the extent we see risks in it, we see the risks on the down side--that is, growth not coming through in '84 as strongly as forecast for a variety of reasons One reason, of course, is the outlook for investment--capital goods and heavy industry--which is exacerbated by the budget I just have a couple of comments to make on that industry I'm really focusing now on the components of that industry that we have in the Fourth District--steel, machine tools, heavy trucks, and mining related to metal production There has been some turnaround but it has been modest And I think the continued slowness in those industries is leading the managers to come to some pretty hard decisions Some are coming to the decision that recovery won't answer their problem--that their problem is deeper than will be dealt with by economic recovery Those who haven't quite come to that point yet at least feel that the recovery might be too slow to be very helpful to them or that perhaps they are going to be crowded out in this case I think that's bringing them to some short-term solutions; I don't think we see the examples yet of the long-term solutions such as trying to get competitive in world markets and so forth I suppose the worst of the short-term solutions, which we have seen for some time, is a call for protectionism But there are other kinds of solutions as well I suppose my remarks are inspired today in part by the LTV steel situation--the merger between J&L and Republic--which does seek to deal with problems in the short run by reducing capacity and by dealing with the overhead problem Now, in the long run maybe they aren't going to deal with labor contracts and    10/4/83  maybe they aren't going to deal with capital investment and a number of the other tougher problems I'm not sure what kind of financial strength they're going to end up with after this merger, but I think it is at least one indication of an attempt that is going in the right direction toward finding short-run solutions to problems We see other less dramatic examples in the Fourth Federal Reserve District, too, of attempts to get their hands around the short-term problems--in machine tools, for example I just thought I would bring up those comments relative to capital goods and the outlook for heavy industry today  I didn't mention it, and it certainly has been happening over a period of time in the Fourth Federal Reserve District I guess it's a mixed bag There are some real concessions; some of the heavy companies, for example, have gotten escalator clauses out of their [labor] contracts But there is the problem that the union people who come to vote in the elections are the people who still have the jobs and they can have a short-run attitude We find, for example, that the Chrysler contract that recently was voted for 2 to 1 across the country was voted 1 to 2 in the Fourth District the other way So, I think it's a very mixed bag in terms of the labor concessions I don't read it as really being [in one] direction  Yes Well, [I'm not sure if] there was a public statement by the company or not They certainly have been very clear in discussions that they are going to cut heavily into the capacity, particularly at Republic Steel but at J&L as well  That's right  Mr Chairman, I am giving a speech on Monday afternoon at the ABA, but you're suggesting having an FOMC session on Monday afternoon  We did pretty well in the Eisenhower years  END OF MEETING  -46-     "
2578,1983-11-14,HORN," With regard to the economic outlook in the Fourth Federal Reserve District, I thought I would come at it from the side of some of the industrial developments in the District and what they might mean for the near-term outlook for inflation It has been said many times around this table, and I just repeat it, that the labor concessions that we've seen have been in industries that are under severe market pressure and are fighting for survival Of course, the question remains How long-lasting will those concessions be in industries that pick up? They may, of course, continue in those industries that are getting smaller over the long term  -43-    11/14-15/83  Let me make some specific industrial comments First, about autos and the nationwide Chrysler settlement that had been followed by the local settlements All the locals settled except Twinsburg, Ohio, which is the metal stamping plant for Chrysler, and Twinsburg went out on strike The settlement of that local agreement was considered a union victory to be settled regardless of cost to the company, which in lost earnings was somewhere between $50 and $100 million I think there are reasons to argue that that is overstated and that Twinsburg was unique There had been a terrible industrial accident there in which a man was crushed to death in a stamping machine The working conditions are bad in metal stamping plants and that is an old stamping plant In addition, it had a rather unique situation in having quite radical union leadership at that plant Nonetheless, I think what happened at the Twinsburg Plant is indicative of workers' attitudes and it is one of the things that makes me apprehensive about the upcoming auto negotiations It makes me think, as we look at those negotiations next year, that maybe a number like 6 percent is on the low side of what might come out of those negotiations in an industry that has been quite profitable In thinking how auto negotiations might affect inflationary expectations and inflation through the economy, one can look at other sectors of the economy where there is some strength and talk about those being the next to go One strong area that we see, of course, is trucking That might be the dynamics by which inflationary expectations build  Let me turn to another industry that's heavily represented in the Fourth Federal Reserve District, which is steel That brings questions of both capacity and productivity Capacity has been discussed, of course, and capacity growth rates have been slowing domestically in a number of our industries, and in some industries we've even had liquidations This brings forth a great question of how we measure capacity and when the cost pressures will show through into prices, as has been discussed Steel causes me to see the productivity outlook as mixed On the positive side, I agree with a number of comments that have been made to the effect that if you talk to businessmen, they think that they not only have accomplished significant increases in productivity but they see ways that they will continue to increase productivity in the future On the negative side, if you look at some of our beleaguered industries in the Fourth District and talk about labor attitudes toward productivity, it's very difficult to convince organized labor that productivity increases are important We tell them [they are] I think they believe quality increases are important--that they are not competitive because their product is shoddy compared with a foreign import But I think they see productivity increases as a way to lose jobs It's like the old story about when oil prices were going up and people were supposed to use less electricity, and they paid more for their electricity It's the short-run effect It is very hard to convince labor of the importance of productivity increases, particularly in industries facing severe international competition To go back to the Twinsburg situation, in the context of productivity, I think almost the most important thing that came out of Twinsburg was probably the re- evaluation of the way of doing business that we thought was going to happen in the auto industry It still may, but I think they are very carefully looking at something like a just-in-time concept of producing products because they found out that if they don't have the same kind of labor market conditions as they have in Japan, an inventory control method like just-in-time can shut down their  -44-    11/14-15/83  business And at least at Chrysler they are really evaluating their possibilities  Yes--not labor productivity but capital management productivity, that's for sure I think that's a very serious outcome "
2611,1983-12-19,HORN," With regard to saying something about 1985, I think that is a good context in which to talk about our views on the reduction of total spending over a period of years I'd at least start out with Frank on that, but I think nominal GNP has to be reduced over a period of some years And if we're talking in the context of 1985, then I think one can distinguish it from being an annual target And that really is our strategy a gradual reduction of total spending in the economy Then, from that I would go on and diverge from Frank and say that money is important because it gets us there and that the rate of growth of money would be gradually reduced over time in order to accomplish this total spending strategy In that respect, I think what is in the Bluebook is reasonable I would go much along the line that already has been put forth, and that is  -36-    12/19-20/83  that reducing the money supply is important over time and where we come within the target ranges depends on what happens to velocity We have some ideas about that but we don't know ahead of time In some sense that kind of communication deals with what we need to say to the markets, which is how we're going to react next year to surprises We should be very open to saying that there are these uncertainties and that when we get surprises this is the basic structure within which we will look at those surprises  I also think your proposal is a good one, perhaps coming from my view that forecasting is a very tricky business, compounded by the District I come from Although we've certainly seen improvement, we're one of those very spotty Districts And even in the firms where we have seen improvement, I would say the attitude is characterized not as any kind of euphoria but as concern about the future Perhaps coming from my view that Ml does continue to tell us something, I would not like to see snugging up occur at this time I guess I feel that the danger of inflation in the future may well be reflected in an early way in some of the collective bargaining agreements, and because we have a very difficult [collective bargaining] calendar next year we need to watch [these developments] very carefully to see if more snugging is required at that point For all those reasons--the state of recovery and the future of the recovery, what Ml is telling us, and the fact that I think we haven't yet seen the collective bargaining process start leading us into a very dangerous area--I favor the proposal you made, Mr Chairman "
2636,1984-01-30,HORN," Well, in line with the long-run plan of reducing ranges over time, I could go along with either alternative I or alternative II If alternative I had the kind of flavor that Henry talked about--or really anything that goes along with more or less a 6 percent path for M1--I would find that satisfactory I suppose that states my position in one sense on M1 I'd like to raise M1 in importance for reasons that have already been stated I'd take it seriously and I'd particularly take long-run nominal GNP seriously But on the way to taking M1 seriously, I'd stop short of any kind of automaticity That approach has been outlined by several people My reasons are very much in line with the reasons that Jerry just mentioned and that Lyle mentioned earlier This is a time when we need a great deal of flexibility in how we interpret [the aggregates] and how we interpret what is happening in the economy The economic forecast we've just listened to is based on some very strong assumptions And the economy is very sensitive to those assumptions, not the least of which are the velocity assumption and all the  -27-    1/30-31/84  international assumptions and the assumptions on the deficit as well So, I would argue for alternative I or II, with M1 moved up in importance but, at least within the Committee, for maintaining our flexibility as we might be dealing with any of a wide variety of situations that we haven't yet been able to forecast  Rebased 4 to 8  10 to [unintelligible]?  I would argue that, although some individual monthly and quarterly numbers have come in perhaps not quite as strong as we expected, Lyle's general point about the risks in the economy next year being non-symmetrical on the strong side for a variety of reasons should make us want to be at least evenhanded in this directive  Oh, that's a point  -55-    1/30-31/84 "
2665,1984-03-26,HORN," Mr [Vice] Chairman, would you speak just a minute to the security [unintelligible]?  Thursday  Mr Chairman, just a point When these loans are renegotiated and when regional banks do express reluctance on various grounds, is it sometimes appropriate when that happens for presidents to make calls and just state the Federal Reserve's position?  Yes, and so am I Sometimes we get calls from staff members from various places and it's a little hard--at least speaking for myself--to read the seriousness of the problem and whether it really does warrant a Fed president stepping in or whether to tell these staff members that they really ought to try the regular channels [through] the correspondent banks It's a little hard to read the calls we're getting from the System to the banks  From the Federal Reserve System to the banks Sometimes I get calls from staff members either in Washington or New York suggesting that I call this, that, and the other bank  No, during these negotiations  We are approaching capacity in a number of our industries In autos, given the current mix of demand, we're at capacity for the larger types of cars Those steel products related to eventual consumer products are going at capacity Aluminum is very much using its capacity Alcoa is talking now about doing a lot of ingot importing because they are so backed up They are at capacity relative to the current plants and construction Of course, all these companies have plants that they closed down during the last recession They are at this point deciding not to reopen them Heavy trucks are going full out--light trucks a little less--as are [the companies that produce] the equipment that goes into these heavy trucks The tire industry is at more than capacity, working every shift their unions will let them Of course, we have our weak points One is electrical machinery Foundries--the ones that are still open, which are very few--still haven't gotten their first order, so to speak Machine tool orders are up, though that is not yet really reflected in terms of their production strengthening a great deal The reaction to all this strength seems to be, as I mentioned earlier, not reopening the old capacity but concentrating on more efficiency within the current capacity and not bringing back workers but doing a lot of overtime or sub-contracting All of these reactions I think come from a couple of causes Number one is a skepticism about the future--fear of high interest rates and so forth Another reason for these reactions is one that I view as very healthy I think we are seeing some reaction to the intensity of foreign competition and people are now beginning to manage their businesses a little differently We really hear about inventory control, about schemes to change the way of manufacturing from having huge plants and more people than they can manage efficiently to having smaller plants They are working on set-up times and on the quality of the final product and so forth We're hearing a lot about those adjustments and the new manufacturing techniques, if you will And, of course, these techniques are used in service industries as well in order to meet competitive pressures So, while I don't believe in discontinuities and in sudden and drastic changes in productivity and quality, I do think we really are seeing some significant differences in this recovery that I think represent a beginning of a trend  What all this has to do with prices is less clear I certainly agree with a comment that was made that these people want more time in the recovery Of course, these folks that I'm talking about particularly may have waited a long time to take part in the recovery as their industries are being affected at this stage in the recovery They will talk about concern about future inflation but there is less support when you say this may be the point in the recovery when we need to do something about it They say ""But give us a little more time"" So the public opinion out there is that, yes, there is a problem of future inflation but don't do anything too soon about it Now, when we ask these people what effect this is having on their prices right now and what effect it will have in the future, I'm not sure the story is completely believable What is happening now, of course, they are honest about We see so far some little increase in prices in these industries There is a dissatisfaction with profit margins and they don't expect too much cost pressure on that side in the future And then they say they are not going to increase prices-- that they aren't going to be able to And I think that's just a  -40-    3/26-27/84  current pessimism They are dissatisfied with their margins and I think they are just waiting for the moment We've seen a little narrowing of the discounts in steel but that isn't very broad yet In autos we've seen some shifting between models and some restoration of dealer margins and so forth  I might just make a comment looking to the auto contract The one piece of information I can add to the discussion is on the industry side Of course, with the new union leader, the union is making the expected strong sounds I have from a private source in the industry--however, a source that I think wouldn't involve too much posturing by the company--that, in fact, the company is ready to stand for a very long strike and that this management is making quite derogatory comments about previous managements giving the shop away, which might lend credence to the company's willingness to stand strong  Finally, in machine tools there is no price movement but that's an industry where we don't have capacity pressures Real estate prices have firmed and maybe increased a little So, we haven't really seen the price movement yet but the dissatisfaction that is expressed by a lot of these people and the closeness to capacity makes me think that their comments--pessimism from their point of view about future price increases--may not reflect what will come to pass and that we may get those price increases sooner rather than later  We have a lot of industries in the Fourth District that I would think are on the bottom side of that average  For many of the reasons that have been stated, I would like to see the monetary aggregates closer to the middle of the ranges And I'd like to see that happen sooner than alternative B would bring it about, in part because I do have real concerns about the strength of the economy But I also think there are significant risks in the future on the down side and that moves me more toward ""B"" While the other reason moves me away from ""B"" toward ""C,"" that moves me back toward ""B"" I must say I like the Chairman's words on his second option ""help nature along"" In my view a ""B-"" path does that By a ""B-"" path I'm talking about a borrowing assumption of about $12 billion but I'd not quibble on decimal points there And then just one comment on Henry's hippopotamus When I say ""B-"" I am assuming no change in the discount rate; I'm assuming that we'd be  -65-    3/26-27/84  moving with open market operations rather than with the discount rate So, I would be for a ""B-"" path  Yes, it does  It does I feel, as someone who doesn't take part in that decision, that there are several reasons why one might want to change the discount rate It could be done to make a statement or drive home a point or because of real difficulties at the window with too much of a gap between the fed funds rate and the discount rate I would not be in favor of changing it to make a strong statement at this time The political situation is such that I'd like to see the move made on the open market side, presuming that the gap doesn't become too big between the fed funds and discount rates and that maybe we could just live with leaning on the open market side  I'll go with that  Lead off with 7-1/2 and 8 percent, not 6 percent  Somewhat  Maybe "
2696,1984-05-21,HORN," Have we labeled it extended credit yet?  Mr Chairman, I also would talk about attitudes, but attitudes mainly in financial markets Attitudes are indicating different kinds of strains in financial markets than we talked about yesterday--the international situation, the Continental situation and so on--and are what I call attitudes of excesses in financial markets They start with some of the kinds of financial contracts we see being invented and being written, such as leveraged buyouts and that whole list of things It continues in the talk about how banks are running their businesses; I keep hearing more and more that banks around the country are shoving money out the door, if you will We hear about it from real estate developers; and when you start hearing real estate developers in the Fourth District talk about these things, you know that it's much broader based in the country Real estate developers are telling us that they can't put any equity in a shopping center these days--that banks are giving 100 percent financing--and that even if they wanted to put equity in, because that's the way they would like to run their business, they can't do it because their competition isn't doing it And worse than just the leverage problem alone is that the 100 percent financing is short term They are getting 5- to 7-year terms from a bank at variable interest rates and at the end of the development they are not going to the insurance companies and are not getting the long-term money So, the specter arises If you have a lot of unoccupied office buildings that are on 5- to 7-year term    5/21-22/84  loans, what happens when those loans came due? We only have one such building in Cleveland because we haven't had the building boom that other cities have had But if this is the situation around the country, then this very short-term financing of long-term assets could build to be a real problem  Another Fourth District story about banks but about banks around the country that I found very interesting was in connection with this recent takeover bid by  the fellow who controls that, needed--I don't remember the exact number--in excess of a billion dollars to make the bid And for reasons of confidentiality, he didn't want to have a bank form a syndicate to get the loan for him So, he did what he was advised couldn't be done He went to thirty-two banks and asked them for lines of credit for a takeover for an acquisition and he wouldn't tell them the acquisition target, and out of the thirty-two very large banks he approached only one refused to give him a line of credit because they wanted to know the name of who was being taken over Then, on a Friday afternoon, within several hours he pulled down all the lines and made the offer It is, I think, an indication of how business is being done these days  The thrift stories, of course, continue and we increasingly hear concerns about the lack of matched maturities--that thrifts aren't being run in a conservative way In the Fourth District we're beginning to get anecdotal evidence about some of our thrifts that are in very poor condition suggesting that things are so bad for them that there is nothing to keep them from trying to take a big bet and trying to hit a home run in real estate development kinds of projects Because if they fail to hit the home run, have they really worsened their condition? I guess it has always been true that there is a certain number of portfolio managers who have a very short-term view on investment and manage their portfolios by saying Let's pick the next takeover prospect But it seems that one hears about these people prospering now, and I suppose that would be another thing I would add to my list of concerns Just to complete an incomplete list, one more subject would be the auto negotiations We're beginning to hear a minority view, expressed by people in the transportation equipment industry in the Fourth District who are really in a position to have very good information, that GM will not be willing to take a strike They are talking about and hope that they will be able to get a settlement that will tie wage increases to profitability But the talk that they are hearing is that GM may be unwilling to take a strike  I guess one could build a very pessimistic case from this list of attitude excesses, if you will, and we could say that the financial contracts of today might be the international debt problem of several years from now That may be overstated, but I've just been getting so much anecdotal evidence across the board that I do believe we are beginning to see in attitudes a situation that is not inconsistent with rising inflationary expectations Those are my comments  I'm for alternative B in part because it is consistent with a long-term strategy to bring the aggregates, particularly M1, to the midpoint of their ranges by the end of the year I would like to see us end up the year with M1 at the midpoint of the long-run range given how strong the economy is and how velocity is going I think it is important to end up there because inflationary expectations are heating up and are a very serious matter in future inflation as well I'm for ""B"" now I have a nagging feeling that it may take more than that in the future to end up where I would like to end up at year-end But for the moment I view it as consistent with where I'd like to be  I have a marginal preference for leaving it out "
2722,1984-07-16,HORN," Mr Chairman, on the subject of differences in forecasts, in Cleveland we have forecast a very strong underlying economy--stronger than the staff's--through the third quarter of '85 because of the assumptions We make essentially no assumption about exchange rate changes; we have a five percent [decline] But we made an assumption about fiscal policy that there would be a second down payment, if you will, enacted in the fourth quarter of this year or the first quarter of next year And that would bite in the fourth quarter of '85 So then our pattern is a strong economy, not a slowing one--surprising us We have a strong economy in 1985, growing at about a 4 percent real rate until the fourth quarter That gives us an inflation projection very close to the staff's projection, but it does have the significant risk that the exchange rate correction, when it occurs, could bring about even more inflation And we haven't really dealt effectively with the wage rate issue in our set of assumptions, and we consider that the other major risk besides the exchange rate  We were  To speak about M1 for a moment When we revised the M1 targets because of the problems we were having with velocity and the NOW account assumptions and so forth, if my memory serves me right, we moved them up 1-1/2 percentage points on the bottom of the range and 2-1/2 percentage points on the upper end of the range Now, with the threat of future inflation and the course of fiscal policy being slow [to adjust] in the future and, of course, with our increasing confidence in velocity of M1, I'd like to see the M1 range narrowed first and lowered second I would narrow it because of the reduced uncertainty That brings me to something like alternative III I suppose between the two options [for M1] in alternative III, the 4 to 7 percent is more appealing to me because I think the upper end of the range has been particularly meaningful to us in the Committee as we've operated But I'm a little uncomfortable even with 4 to 7 percent because I, like some other people around the table, like the idea of 8 percent nominal GNP as a policy objective And I'm a little uncomfortable with assuming 2 percent velocity [growth] I  -39-    7/16-17/84  think we might get velocity coming in a bit higher than that So, as I say, the two things I'd like to see are a narrowing of the M1 range and a lowering of the M1 range And 4 to 7 percent doesn't quite make me comfortable at this stage  By year-end I'd very much like to come out at the midpoint of our M1 range That would tie into all the longer-term kinds of considerations we were discussing earlier about what should happen to those ranges And that would cause me to choose something in the area of ""B-,"" with a slight increase in the borrowing assumption, up to as high as $12 billion I do that, of course, with a considerable amount of discomfort because I think the financial strains that have been enumerated are very real and very serious But the knife's edge has been referred to a number of times, and I think the strength in the economy and that need for a long-term policy are also very present "
2750,1984-08-21,HORN," In the Fourth District, Mr Chairman, we do have reports of some lessening in steel, which is definitely in that category of housing--  Yes, but you were referring to business spending We are getting a lot of reports of a great deal of enthusiasm on the business investment side of things That sort of goes on with an attitude that good times will go on forever--forgetting underlying problems such as the exchange rate, deficits, and so forth  I feel that M1 should come in at the end of the year at the midpoint of its range for a lot of reasons that have been previously stated, and I'm pleased to see that it's near there now Either alternative B or alternative C or something in between I think would work toward achieving that goal by the end of the year I would be in favor of maintaining the $1 billion borrowing level and I think it would be a mistake to give the markets a signal through the fed funds rate of any real change For that reason, I would like to protect against our producing a reduction in the federal funds rate "
2775,1984-10-02,HORN," As for business conditions in our District, the anecdotes would support an economy that is levelling off but not declining And we would view that as basically a good development I would like to comment on inflation A couple of speakers have commented on it and, in my opinion, it is an ongoing problem There is, of course, a good side of this We hear a number of anecdotes on productivity as well in our District--that it may be increasing and there may be some significant changes On the negative side, leaving off fiscal policy from the discussion and turning to the exchange rate, I think there is a genuine concern that if the exchange rate were to be reduced significantly, that would show through to prices very quickly In the Cleveland District we have a large number of the types of firms that are finding themselves subject to import substitution And it's that pressure that has kept their margins in an area where they are just completely uncomfortable with them They are just waiting for the moment to move [prices higher] We hear many, many stories of these types of firms being poised to move the instant they can So, that adds to my concern about inflation as the longer-term problem  I support alternative B and I share very strongly the concerns that Jerry expressed and that were expressed by some other people around the table Maybe I will just state it in a slightly different way I would not like to give the market the wrong signal through borrowing and the fed funds rate Now, if I only knew what the wrong signal was--  But, since I don't, moving slowly seems to me the best approach And I would support ""B"" "
